build_time;type;municipality;settlement;lon;lat
ehitusaeg teadmata;uhepereelamu;Poltsamaa;Puiatu;25.849548;58.729971
enne 1919;uhepereelamu;Pala;Punikvere;27.105055;58.697911
1919-1945;uhepereelamu;Pala;Punikvere;27.108733;58.695539
enne 1919;uhepereelamu;Pala;Punikvere;27.107615;58.694928
1946-1960;uhepereelamu;Pala;Punikvere;27.109799;58.693581
enne 1919;uhepereelamu;Pala;Punikvere;27.108520;58.693154
ehitusaeg teadmata;muu vaikeelamu;Pala;Punikvere;27.113472;58.693124
1919-1945;uhepereelamu;Pala;Punikvere;27.110739;58.692273
enne 1919;uhepereelamu;Pala;Punikvere;27.111021;58.691431
1919-1945;uhepereelamu;Pala;Punikvere;27.111478;58.690593
enne 1919;uhepereelamu;Pala;Punikvere;27.112125;58.689939
ehitusaeg teadmata;uhepereelamu;Pala;Punikvere;27.114118;58.688507
1919-1945;uhepereelamu;Pala;Punikvere;27.095958;58.699074
1919-1945;uhepereelamu;Pala;Punikvere;27.090481;58.695152
1919-1945;uhepereelamu;Pala;Punikvere;27.088793;58.692066
1919-1945;uhepereelamu;Pala;Punikvere;27.087207;58.694125
1919-1945;uhepereelamu;Pala;Punikvere;27.080048;58.691168
enne 1919;uhepereelamu;Pala;Punikvere;27.085468;58.688459
ehitusaeg teadmata;uhepereelamu;Pala;Punikvere;27.072734;58.690427
enne 1919;uhepereelamu;Saare;Putu;26.735345;58.688299
1919-1945;uhepereelamu;Saare;Putu;26.738306;58.690025
1919-1945;uhepereelamu;Saare;Putu;26.744313;58.694425
1919-1945;uhepereelamu;Saare;Putu;26.747431;58.695517
enne 1919;uhepereelamu;Saare;Putu;26.745644;58.695871
1919-1945;uhepereelamu;Saare;Putu;26.751453;58.695225
1961-1970;uhepereelamu;Saare;Putu;26.754365;58.693681
enne 1919;uhepereelamu;Saare;Putu;26.748638;58.687702
enne 1919;uhepereelamu;Saare;Putu;26.747317;58.688880
ehitusaeg teadmata;uhepereelamu;Saare;Putu;26.755704;58.687551
1919-1945;uhepereelamu;Saare;Putu;26.757045;58.689203
1919-1945;uhepereelamu;Saare;Putu;26.760093;58.686819
enne 1919;uhepereelamu;Saare;Putu;26.764355;58.687041
1919-1945;uhepereelamu;Saare;Putu;26.766510;58.686150
enne 1919;uhepereelamu;Saare;Putu;26.763311;58.684018
1919-1945;uhepereelamu;Saare;Putu;26.745318;58.681446
1919-1945;uhepereelamu;Saare;Putu;26.746214;58.680062
1919-1945;uhepereelamu;Saare;Putu;26.748202;58.679597
1919-1945;uhepereelamu;Saare;Putu;26.747413;58.677296
1919-1945;uhepereelamu;Saare;Putu;26.758597;58.678117
1919-1945;uhepereelamu;Saare;Putu;26.755714;58.674908
1996 või hiljem;uhepereelamu;Saare;Pallu;26.898680;58.719095
1919-1945;uhepereelamu;Saare;Pallu;26.894640;58.718201
1919-1945;uhepereelamu;Saare;Pallu;26.898381;58.718009
1919-1945;uhepereelamu;Saare;Pallu;26.916044;58.723475
1919-1945;uhepereelamu;Saare;Pallu;26.916172;58.722645
1946-1960;uhepereelamu;Saare;Pallu;26.930795;58.724883
enne 1919;uhepereelamu;Saare;Pallu;26.938071;58.724313
enne 1919;uhepereelamu;Saare;Pallu;26.938980;58.725731
1919-1945;uhepereelamu;Saare;Pallu;26.935727;58.727045
1919-1945;uhepereelamu;Saare;Pallu;26.937521;58.719316
1919-1945;uhepereelamu;Saare;Pallu;26.931550;58.717363
enne 1919;uhepereelamu;Saare;Pallu;26.922934;58.716013
1919-1945;uhepereelamu;Saare;Pallu;26.918143;58.717874
enne 1919;uhepereelamu;Saare;Pallu;26.920513;58.722547
1919-1945;uhepereelamu;Saare;Pallu;26.897757;58.715246
1961-1970;uhepereelamu;Saare;Pallu;26.896411;58.710954
enne 1919;uhepereelamu;Saare;Pallu;26.895641;58.711178
1919-1945;uhepereelamu;Saare;Pallu;26.901664;58.712283
enne 1919;uhepereelamu;Saare;Pallu;26.904965;58.713952
1919-1945;uhepereelamu;Saare;Pallu;26.900831;58.709417
1919-1945;uhepereelamu;Saare;Pallu;26.902631;58.709682
1961-1970;uhepereelamu;Saare;Pallu;26.899211;58.706569
1919-1945;uhepereelamu;Saare;Pallu;26.885958;58.713661
1919-1945;uhepereelamu;Saare;Pallu;26.885261;58.713078
enne 1919;uhepereelamu;Saare;Pallu;26.882580;58.713803
1919-1945;uhepereelamu;Saare;Pallu;26.881539;58.714496
1919-1945;uhepereelamu;Saare;Pallu;26.880253;58.714426
enne 1919;uhepereelamu;Saare;Pallu;26.877383;58.712877
1919-1945;uhepereelamu;Saare;Pallu;26.875655;58.713378
enne 1919;muu vaikeelamu;Saare;Pallu;26.873629;58.713909
enne 1919;uhepereelamu;Saare;Pallu;26.928155;58.731895
enne 1919;muu vaikeelamu;Saare;Pallu;26.926479;58.731551
enne 1919;muu vaikeelamu;Saare;Pallu;26.929220;58.731489
1981-1990;uhepereelamu;Saare;Pallu;26.930528;58.731841
1919-1945;uhepereelamu;Saare;Pallu;26.931211;58.731254
enne 1919;uhepereelamu;Puurmani;Poora;26.266884;58.650090
1991-1995;uhepereelamu;Puurmani;Poora;26.266564;58.651929
enne 1919;uhepereelamu;Puurmani;Poora;26.267706;58.652551
1919-1945;muu vaikeelamu;Puurmani;Poora;26.267878;58.653313
enne 1919;uhepereelamu;Puurmani;Poora;26.268414;58.654008
1919-1945;uhepereelamu;Puurmani;Poora;26.270805;58.654986
enne 1919;muu vaikeelamu;Puurmani;Poora;26.271227;58.655809
enne 1919;uhepereelamu;Puurmani;Poora;26.271178;58.656897
enne 1919;uhepereelamu;Puurmani;Poora;26.269847;58.656696
enne 1919;uhepereelamu;Puurmani;Poora;26.271947;58.658544
enne 1919;uhepereelamu;Puurmani;Poora;26.268128;58.659057
enne 1919;uhepereelamu;Puurmani;Poora;26.249725;58.663759
1919-1945;hoone liik teadmata;Puurmani;Poora;26.277112;58.660179
1919-1945;uhepereelamu;Puurmani;Poora;26.277647;58.663088
1919-1945;uhepereelamu;Puurmani;Poora;26.284307;58.660940
enne 1919;uhepereelamu;Puurmani;Poora;26.284028;58.660432
1919-1945;uhepereelamu;Puurmani;Poora;26.284949;58.660551
enne 1919;uhepereelamu;Puurmani;Poora;26.295157;58.658483
ehitusaeg teadmata;uhepereelamu;Puurmani;Poora;26.296304;58.657538
enne 1919;uhepereelamu;Puurmani;Poora;26.293428;58.655585
enne 1919;uhepereelamu;Puurmani;Poora;26.295357;58.653143
1919-1945;muu vaikeelamu;Puurmani;Poora;26.297575;58.651784
ehitusaeg teadmata;uhepereelamu;Puurmani;Poora;26.292844;58.648423
ehitusaeg teadmata;uhepereelamu;Puurmani;Poora;26.286592;58.646979
enne 1919;uhepereelamu;Puurmani;Poora;26.272968;58.647221
1961-1970;hoone liik teadmata;Puurmani;Poora;26.276275;58.639841
1961-1970;muu vaikeelamu;Puurmani;Poora;26.276072;58.639009
enne 1919;uhepereelamu;Puurmani;Poora;26.275736;58.638261
1919-1945;uhepereelamu;Puurmani;Poora;26.273321;58.638978
enne 1919;uhepereelamu;Puurmani;Poora;26.273024;58.636647
enne 1919;uhepereelamu;Puurmani;Poora;26.283602;58.634493
enne 1919;uhepereelamu;Puurmani;Poora;26.296529;58.636607
ehitusaeg teadmata;uhepereelamu;Puurmani;Poora;26.287144;58.628914
enne 1919;uhepereelamu;Puurmani;Poora;26.287109;58.623937
1919-1945;uhepereelamu;Puurmani;Poora;26.300128;58.621099
1919-1945;uhepereelamu;Puurmani;Poora;26.257376;58.651004
1919-1945;uhepereelamu;Puurmani;Poora;26.228175;58.644079
1919-1945;uhepereelamu;Puurmani;Poora;26.226344;58.642602
1919-1945;uhepereelamu;Puurmani;Poora;26.285522;58.659590
enne 1919;uhepereelamu;Puurmani;Poora;26.287012;58.644646
enne 1919;uhepereelamu;Puurmani;Poora;26.292226;58.622561
1919-1945;uhepereelamu;Puurmani;Poora;26.229111;58.641803
enne 1919;uhepereelamu;Puurmani;Poora;26.271018;58.649044
enne 1919;uhepereelamu;Puurmani;Poora;26.242807;58.645743
1919-1945;uhepereelamu;Palamuse;Raadivere;26.563046;58.677873
1919-1945;uhepereelamu;Palamuse;Raadivere;26.557016;58.682170
1919-1945;uhepereelamu;Palamuse;Raadivere;26.557378;58.682594
enne 1919;uhepereelamu;Palamuse;Raadivere;26.566400;58.675811
1919-1945;uhepereelamu;Palamuse;Raadivere;26.563137;58.672310
enne 1919;uhepereelamu;Palamuse;Raadivere;26.571663;58.674665
1971-1980;uhepereelamu;Palamuse;Raadivere;26.574329;58.674611
1919-1945;uhepereelamu;Palamuse;Raadivere;26.576074;58.673341
enne 1919;uhepereelamu;Palamuse;Raadivere;26.576957;58.672545
enne 1919;uhepereelamu;Palamuse;Raadivere;26.577900;58.671466
1919-1945;uhepereelamu;Palamuse;Raadivere;26.580259;58.669752
1919-1945;uhepereelamu;Palamuse;Raadivere;26.582380;58.666004
1919-1945;uhepereelamu;Palamuse;Raadivere;26.578493;58.663117
1919-1945;uhepereelamu;Palamuse;Raadivere;26.575907;58.664309
1981-1990;uhepereelamu;Palamuse;Raadivere;26.583457;58.662586
1919-1945;uhepereelamu;Palamuse;Raadivere;26.555262;58.674200
1919-1945;uhepereelamu;Palamuse;Raadivere;26.561658;58.665807
enne 1919;uhepereelamu;Palamuse;Raadivere;26.548271;58.672254
ehitus pooleli;uhepereelamu;Palamuse;Raadivere;26.551952;58.665833
1919-1945;uhepereelamu;Palamuse;Raadivere;26.553476;58.666065
1919-1945;uhepereelamu;Palamuse;Raadivere;26.554050;58.665316
1919-1945;uhepereelamu;Palamuse;Raadivere;26.555441;58.663936
1919-1945;uhepereelamu;Palamuse;Raadivere;26.555941;58.663275
1919-1945;uhepereelamu;Palamuse;Raadivere;26.555857;58.662130
1919-1945;uhepereelamu;Palamuse;Raadivere;26.556685;58.661620
enne 1919;uhepereelamu;Palamuse;Raadivere;26.548338;58.668596
enne 1919;uhepereelamu;Palamuse;Raadivere;26.555986;58.677231
enne 1919;uhepereelamu;Palamuse;Raadivere;26.553366;58.677984
enne 1919;uhepereelamu;Palamuse;Raadivere;26.550103;58.679010
1919-1945;uhepereelamu;Palamuse;Raadivere;26.540689;58.680499
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.459552;58.794811
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.457484;58.798111
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.456037;58.799437
1991-1995;uhepereelamu;Jogeva;Raaduvere;26.455431;58.800068
1991-1995;uhepereelamu;Jogeva;Raaduvere;26.454411;58.801050
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.453357;58.800441
1991-1995;uhepereelamu;Jogeva;Raaduvere;26.452687;58.801338
1991-1995;uhepereelamu;Jogeva;Raaduvere;26.452108;58.801870
1996 või hiljem;uhepereelamu;Jogeva;Raaduvere;26.451674;58.802418
ehitus pooleli;uhepereelamu;Jogeva;Raaduvere;26.451394;58.803003
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.450350;58.804652
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.465568;58.798695
1961-1970;uhepereelamu;Jogeva;Raaduvere;26.452562;58.816554
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.455982;58.816723
1946-1960;uhepereelamu;Jogeva;Raaduvere;26.469673;58.811332
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.467680;58.811914
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.468941;58.812195
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.467419;58.812764
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.466265;58.812741
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.477001;58.812010
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.484114;58.802521
1991-1995;uhepereelamu;Jogeva;Raaduvere;26.495125;58.802717
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.497743;58.801944
enne 1919;uhepereelamu;Jogeva;Raaduvere;26.470070;58.779661
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.442185;58.776625
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.448220;58.770796
1919-1945;uhepereelamu;Jogeva;Raaduvere;26.466835;58.783478
enne 1919;uhepereelamu;Pala;Raatvere;27.061985;58.746144
1919-1945;uhepereelamu;Pala;Raatvere;27.059715;58.746364
enne 1919;uhepereelamu;Pala;Raatvere;27.058722;58.746757
enne 1919;uhepereelamu;Pala;Raatvere;27.060090;58.747052
enne 1919;uhepereelamu;Pala;Raatvere;27.058236;58.747505
1961-1970;uhepereelamu;Pala;Raatvere;27.057638;58.746989
1961-1970;uhepereelamu;Pala;Raatvere;27.051974;58.745645
enne 1919;uhepereelamu;Pala;Raatvere;27.067146;58.744405
enne 1919;uhepereelamu;Pala;Raatvere;27.066917;58.741802
enne 1919;uhepereelamu;Pala;Raatvere;27.071281;58.744302
enne 1919;uhepereelamu;Pala;Raatvere;27.070241;58.739909
1946-1960;uhepereelamu;Pala;Raatvere;27.076773;58.737372
enne 1919;uhepereelamu;Pala;Raatvere;27.051645;58.731730
1919-1945;uhepereelamu;Pala;Raatvere;27.072880;58.731644
1919-1945;uhepereelamu;Pala;Raatvere;27.067684;58.733737
enne 1919;uhepereelamu;Pala;Raatvere;27.044482;58.742110
enne 1919;uhepereelamu;Pala;Raatvere;27.045007;58.740614
1919-1945;uhepereelamu;Palamuse;Rahivere;26.717892;58.682344
1919-1945;uhepereelamu;Palamuse;Rahivere;26.719524;58.687682
1919-1945;uhepereelamu;Palamuse;Rahivere;26.723571;58.677380
1981-1990;uhepereelamu;Palamuse;Rahivere;26.727397;58.673287
1919-1945;uhepereelamu;Palamuse;Rahivere;26.728633;58.680121
1919-1945;uhepereelamu;Palamuse;Rahivere;26.730821;58.677020
enne 1919;uhepereelamu;Palamuse;Rahivere;26.733706;58.675171
1981-1990;uhepereelamu;Palamuse;Rahivere;26.732321;58.672980
enne 1919;uhepereelamu;Palamuse;Rahivere;26.733690;58.677588
1919-1945;uhepereelamu;Palamuse;Rahivere;26.733564;58.678542
enne 1919;uhepereelamu;Palamuse;Rahivere;26.737481;58.679510
enne 1919;uhepereelamu;Palamuse;Rahivere;26.743020;58.670227
1919-1945;uhepereelamu;Palamuse;Rahivere;26.749352;58.670156
enne 1919;uhepereelamu;Palamuse;Rahivere;26.746341;58.668791
1991-1995;uhepereelamu;Palamuse;Rahivere;26.717954;58.672764
1919-1945;uhepereelamu;Palamuse;Rahivere;26.720166;58.672608
ehitusaeg teadmata;uhepereelamu;Palamuse;Rahivere;26.725288;58.668285
1971-1980;uhepereelamu;Palamuse;Rahivere;26.715104;58.675034
1919-1945;uhepereelamu;Palamuse;Rahivere;26.712395;58.674039
1919-1945;uhepereelamu;Palamuse;Rahivere;26.713454;58.672014
1919-1945;uhepereelamu;Palamuse;Rahivere;26.714360;58.675894
1919-1945;uhepereelamu;Palamuse;Rahivere;26.712582;58.678986
enne 1919;uhepereelamu;Palamuse;Rahivere;26.711234;58.682484
enne 1919;uhepereelamu;Palamuse;Rahivere;26.708454;58.685706
enne 1919;uhepereelamu;Palamuse;Rahivere;26.711254;58.674908
1919-1945;uhepereelamu;Palamuse;Rahivere;26.708646;58.677802
1919-1945;uhepereelamu;Palamuse;Rahivere;26.704793;58.682835
1961-1970;uhepereelamu;Tabivere;Raigastvere;26.651457;58.586414
1971-1980;uhepereelamu;Tabivere;Raigastvere;26.650522;58.587045
1971-1980;uhepereelamu;Tabivere;Raigastvere;26.649854;58.587786
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.648071;58.589431
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.647058;58.589039
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.646835;58.586985
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.646074;58.586490
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.638586;58.589393
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.635970;58.586868
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.653177;58.583935
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.650889;58.584154
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.647524;58.584950
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.651869;58.582353
ehitusaeg teadmata;uhepereelamu;Tabivere;Raigastvere;26.656635;58.582561
1961-1970;uhepereelamu;Tabivere;Raigastvere;26.653116;58.581294
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.654498;58.580439
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.655833;58.578112
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.659705;58.577209
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.659036;58.576123
1919-1945;uhepereelamu;Tabivere;Raigastvere;26.661064;58.575154
enne 1919;uhepereelamu;Tabivere;Raigastvere;26.650937;58.586736
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.911705;58.823239
1981-1990;uhepereelamu;Kasepaa;Raja;26.945141;58.826527
1946-1960;uhepereelamu;Kasepaa;Raja;26.911696;58.823232
enne 1919;uhepereelamu;Kasepaa;Raja;26.911696;58.823232
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.938986;58.820153
1961-1970;uhepereelamu;Kasepaa;Raja;26.911696;58.823232
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.911696;58.823232
1961-1970;uhepereelamu;Kasepaa;Raja;26.938479;58.819615
1971-1980;uhepereelamu;Kasepaa;Raja;26.946097;58.816351
1981-1990;uhepereelamu;Kasepaa;Raja;26.943728;58.820683
1961-1970;uhepereelamu;Kasepaa;Raja;26.945106;58.821208
1971-1980;uhepereelamu;Kasepaa;Raja;26.944669;58.827689
1919-1945;uhepereelamu;Kasepaa;Raja;26.944472;58.818023
1919-1945;uhepereelamu;Kasepaa;Raja;26.945435;58.821200
1919-1945;uhepereelamu;Kasepaa;Raja;26.943832;58.817804
1961-1970;uhepereelamu;Kasepaa;Raja;26.946068;58.821321
1919-1945;uhepereelamu;Kasepaa;Raja;26.944506;58.817806
enne 1919;uhepereelamu;Kasepaa;Raja;26.944579;58.820906
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.944471;58.817601
1919-1945;uhepereelamu;Kasepaa;Raja;26.944631;58.817418
enne 1919;uhepereelamu;Kasepaa;Raja;26.944190;58.828805
enne 1919;uhepereelamu;Kasepaa;Raja;26.944644;58.820662
1961-1970;uhepereelamu;Kasepaa;Raja;26.943681;58.827505
enne 1919;uhepereelamu;Kasepaa;Raja;26.944009;58.817459
1961-1970;uhepereelamu;Kasepaa;Raja;26.945757;58.820286
1961-1970;uhepereelamu;Kasepaa;Raja;26.944224;58.817328
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.944733;58.820282
enne 1919;uhepereelamu;Kasepaa;Raja;26.944679;58.817184
1946-1960;uhepereelamu;Kasepaa;Raja;26.944905;58.820054
1946-1960;uhepereelamu;Kasepaa;Raja;26.944943;58.816845
1971-1980;uhepereelamu;Kasepaa;Raja;26.945493;58.820049
1919-1945;uhepereelamu;Kasepaa;Raja;26.944909;58.816648
enne 1919;uhepereelamu;Kasepaa;Raja;26.945892;58.820058
1961-1970;uhepereelamu;Kasepaa;Raja;26.945002;58.816492
enne 1919;uhepereelamu;Kasepaa;Raja;26.944444;58.827307
1961-1970;uhepereelamu;Kasepaa;Raja;26.946361;58.819876
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945042;58.816349
enne 1919;uhepereelamu;Kasepaa;Raja;26.946208;58.819691
1919-1945;uhepereelamu;Kasepaa;Raja;26.945218;58.816200
1919-1945;uhepereelamu;Kasepaa;Raja;26.944896;58.819740
1961-1970;uhepereelamu;Kasepaa;Raja;26.945083;58.816023
enne 1919;uhepereelamu;Kasepaa;Raja;26.946069;58.819469
1946-1960;uhepereelamu;Kasepaa;Raja;26.945194;58.815914
1919-1945;uhepereelamu;Kasepaa;Raja;26.944885;58.819614
1919-1945;uhepereelamu;Kasepaa;Raja;26.945357;58.815766
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943810;58.827169
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.944993;58.819458
enne 1919;uhepereelamu;Kasepaa;Raja;26.945138;58.815662
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.944913;58.819326
1971-1980;uhepereelamu;Kasepaa;Raja;26.945393;58.815585
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.945024;58.819224
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945607;58.815473
1961-1970;uhepereelamu;Kasepaa;Raja;26.946404;58.819130
1946-1960;uhepereelamu;Kasepaa;Raja;26.945918;58.815053
1919-1945;uhepereelamu;Kasepaa;Raja;26.944531;58.827116
enne 1919;uhepereelamu;Kasepaa;Raja;26.946753;58.818340
1946-1960;uhepereelamu;Kasepaa;Raja;26.946008;58.814897
1946-1960;uhepereelamu;Kasepaa;Raja;26.946263;58.814622
1919-1945;uhepereelamu;Kasepaa;Raja;26.946143;58.818723
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.946568;58.814327
1961-1970;uhepereelamu;Kasepaa;Raja;26.945047;58.818676
enne 1919;uhepereelamu;Kasepaa;Raja;26.946580;58.818766
1919-1945;uhepereelamu;Kasepaa;Raja;26.946268;58.818575
1919-1945;uhepereelamu;Kasepaa;Raja;26.943538;58.827032
enne 1919;uhepereelamu;Kasepaa;Raja;26.945050;58.818514
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945147;58.818205
1971-1980;uhepereelamu;Kasepaa;Raja;26.945871;58.818189
1971-1980;uhepereelamu;Kasepaa;Raja;26.945664;58.817978
enne 1919;uhepereelamu;Kasepaa;Raja;26.944431;58.826948
enne 1919;uhepereelamu;Kasepaa;Raja;26.945180;58.817782
1919-1945;uhepereelamu;Kasepaa;Raja;26.946213;58.817516
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945176;58.817531
1946-1960;uhepereelamu;Kasepaa;Raja;26.945531;58.817416
1919-1945;uhepereelamu;Kasepaa;Raja;26.945753;58.817609
1981-1990;uhepereelamu;Kasepaa;Raja;26.943558;58.826663
1919-1945;uhepereelamu;Kasepaa;Raja;26.946092;58.817303
1991-1995;uhepereelamu;Kasepaa;Raja;26.945925;58.817164
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.945913;58.817020
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.945944;58.816975
1919-1945;uhepereelamu;Kasepaa;Raja;26.947142;58.817217
1971-1980;uhepereelamu;Kasepaa;Raja;26.946346;58.817226
enne 1919;uhepereelamu;Kasepaa;Raja;26.946162;58.816915
1981-1990;uhepereelamu;Kasepaa;Raja;26.945155;58.826689
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.945384;58.816906
1919-1945;uhepereelamu;Kasepaa;Raja;26.945427;58.816798
1946-1960;uhepereelamu;Kasepaa;Raja;26.946866;58.816828
1919-1945;uhepereelamu;Kasepaa;Raja;26.946812;58.816604
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.946672;58.816778
enne 1919;uhepereelamu;Kasepaa;Raja;26.945992;58.816740
1981-1990;uhepereelamu;Kasepaa;Raja;26.943576;58.826473
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.946029;58.816569
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945394;58.816619
1919-1945;uhepereelamu;Kasepaa;Raja;26.945687;58.816414
1971-1980;uhepereelamu;Kasepaa;Raja;26.945530;58.816391
enne 1919;uhepereelamu;Kasepaa;Raja;26.945677;58.816297
enne 1919;uhepereelamu;Kasepaa;Raja;26.946115;58.816162
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.944365;58.826780
1981-1990;uhepereelamu;Kasepaa;Raja;26.946981;58.816322
1981-1990;uhepereelamu;Kasepaa;Raja;26.947107;58.816184
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.945804;58.816142
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.945659;58.816092
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.945837;58.815917
enne 1919;uhepereelamu;Kasepaa;Raja;26.945873;58.815736
1919-1945;uhepereelamu;Kasepaa;Raja;26.943535;58.826187
1946-1960;uhepereelamu;Kasepaa;Raja;26.946237;58.815332
enne 1919;uhepereelamu;Kasepaa;Raja;26.946515;58.815533
enne 1919;uhepereelamu;Kasepaa;Raja;26.946549;58.815118
1981-1990;uhepereelamu;Kasepaa;Raja;26.944901;58.828600
1961-1970;uhepereelamu;Kasepaa;Raja;26.947112;58.815439
enne 1919;uhepereelamu;Kasepaa;Raja;26.944283;58.826619
1946-1960;uhepereelamu;Kasepaa;Raja;26.947195;58.815193
1919-1945;uhepereelamu;Kasepaa;Raja;26.946690;58.814953
1961-1970;uhepereelamu;Kasepaa;Raja;26.947356;58.814831
1991-1995;uhepereelamu;Kasepaa;Raja;26.947808;58.814856
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.946958;58.814426
1961-1970;uhepereelamu;Kasepaa;Raja;26.947611;58.814394
1961-1970;uhepereelamu;Kasepaa;Raja;26.943102;58.825990
1919-1945;uhepereelamu;Kasepaa;Raja;26.947007;58.814192
enne 1919;uhepereelamu;Kasepaa;Raja;26.944300;58.826412
1971-1980;uhepereelamu;Kasepaa;Raja;26.943981;58.826140
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943092;58.825460
enne 1919;uhepereelamu;Kasepaa;Raja;26.943767;58.825849
1971-1980;uhepereelamu;Kasepaa;Raja;26.942976;58.825309
1991-1995;uhepereelamu;Kasepaa;Raja;26.945042;58.828839
1919-1945;uhepereelamu;Kasepaa;Raja;26.944376;58.825691
1919-1945;uhepereelamu;Kasepaa;Raja;26.942970;58.825031
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943661;58.825609
1919-1945;uhepereelamu;Kasepaa;Raja;26.944205;58.828580
enne 1919;uhepereelamu;Kasepaa;Raja;26.943141;58.824820
1919-1945;uhepereelamu;Kasepaa;Raja;26.944386;58.825601
1981-1990;uhepereelamu;Kasepaa;Raja;26.944930;58.825256
1971-1980;uhepereelamu;Kasepaa;Raja;26.943121;58.824587
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943645;58.825420
enne 1919;uhepereelamu;Kasepaa;Raja;26.943158;58.824380
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943612;58.825232
enne 1919;uhepereelamu;Kasepaa;Raja;26.943214;58.824225
1981-1990;uhepereelamu;Kasepaa;Raja;26.944934;58.825095
enne 1919;uhepereelamu;Kasepaa;Raja;26.943270;58.824072
enne 1919;uhepereelamu;Kasepaa;Raja;26.943599;58.824873
enne 1919;uhepereelamu;Kasepaa;Raja;26.943311;58.823945
1919-1945;uhepereelamu;Kasepaa;Raja;26.944708;58.828353
1981-1990;uhepereelamu;Kasepaa;Raja;26.944206;58.824896
enne 1919;uhepereelamu;Kasepaa;Raja;26.943432;58.823753
enne 1919;uhepereelamu;Kasepaa;Raja;26.944847;58.824675
1971-1980;uhepereelamu;Kasepaa;Raja;26.943362;58.823530
enne 1919;uhepereelamu;Kasepaa;Raja;26.943568;58.824515
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.942848;58.823389
1971-1980;uhepereelamu;Kasepaa;Raja;26.943752;58.824241
enne 1919;uhepereelamu;Kasepaa;Raja;26.943486;58.823339
1981-1990;uhepereelamu;Kasepaa;Raja;26.943783;58.824006
ehitus pooleli;uhepereelamu;Kasepaa;Raja;26.944363;58.824083
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943571;58.823130
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943765;58.823790
1919-1945;uhepereelamu;Kasepaa;Raja;26.944067;58.828367
