build_time;type;municipality;settlement;lon;lat
1919-1945;uhepereelamu;Tabivere;Koogi;26.502387;58.573176
1919-1945;uhepereelamu;Tabivere;Koogi;26.504393;58.567548
ehitusaeg teadmata;uhepereelamu;Tabivere;Koogi;26.496280;58.570043
1981-1990;uhepereelamu;Tabivere;Koogi;26.494891;58.569130
1981-1990;uhepereelamu;Tabivere;Koogi;26.494862;58.568717
1981-1990;uhepereelamu;Tabivere;Koogi;26.494837;58.568368
1919-1945;uhepereelamu;Tabivere;Koogi;26.492750;58.567075
ehitusaeg teadmata;uhepereelamu;Tabivere;Koogi;26.493754;58.562553
1946-1960;uhepereelamu;Tabivere;Koogi;26.495077;58.570542
1919-1945;muu vaikeelamu;Tabivere;Koogi;26.492788;58.571017
1919-1945;uhepereelamu;Tabivere;Koogi;26.492245;58.570381
1961-1970;paljukorteriline elamu;Tabivere;Koogi;26.491784;58.569699
1961-1970;paljukorteriline elamu;Tabivere;Koogi;26.491311;58.569097
1919-1945;uhepereelamu;Tabivere;Koogi;26.490147;58.567735
1919-1945;uhepereelamu;Tabivere;Koogi;26.489686;58.567052
enne 1919;uhepereelamu;Tabivere;Koogi;26.483790;58.561012
1919-1945;uhepereelamu;Tabivere;Koogi;26.485013;58.557386
1919-1945;uhepereelamu;Tabivere;Koogi;26.495285;58.572573
ehitusaeg teadmata;uhepereelamu;Tabivere;Koogi;26.496697;58.573457
1919-1945;uhepereelamu;Tabivere;Koogi;26.487140;58.577937
1919-1945;uhepereelamu;Tabivere;Koogi;26.484704;58.577553
1946-1960;uhepereelamu;Tabivere;Koogi;26.484995;58.579237
1919-1945;uhepereelamu;Tabivere;Koogi;26.480471;58.582136
enne 1919;uhepereelamu;Pajusi;Kose;26.200240;58.745433
1961-1970;uhepereelamu;Pajusi;Kose;26.200350;58.746087
enne 1919;uhepereelamu;Pajusi;Kose;26.201757;58.746630
1961-1970;uhepereelamu;Pajusi;Kose;26.200323;58.746745
1919-1945;uhepereelamu;Pajusi;Kose;26.200569;58.753490
enne 1919;uhepereelamu;Pajusi;Kose;26.204753;58.753109
enne 1919;uhepereelamu;Pajusi;Kose;26.205405;58.753507
enne 1919;uhepereelamu;Pajusi;Kose;26.209942;58.759141
1946-1960;uhepereelamu;Pajusi;Kose;26.202429;58.745122
1991-1995;uhepereelamu;Pajusi;Kose;26.204552;58.745271
enne 1919;uhepereelamu;Pajusi;Kose;26.206112;58.744211
enne 1919;uhepereelamu;Pajusi;Kose;26.207959;58.744925
1991-1995;uhepereelamu;Pajusi;Kose;26.195069;58.739810
1981-1990;uhepereelamu;Pajusi;Kose;26.192739;58.738820
1971-1980;uhepereelamu;Saare;Koseveski;26.870050;58.736552
1919-1945;uhepereelamu;Saare;Koseveski;26.871601;58.738576
1919-1945;uhepereelamu;Saare;Koseveski;26.869442;58.741194
1971-1980;uhepereelamu;Saare;Koseveski;26.874583;58.733981
1991-1995;uhepereelamu;Saare;Koseveski;26.875884;58.734595
1961-1970;uhepereelamu;Saare;Koseveski;26.875934;58.733537
1961-1970;uhepereelamu;Saare;Koseveski;26.877086;58.733107
enne 1919;muu vaikeelamu;Saare;Koseveski;26.874000;58.731729
1946-1960;uhepereelamu;Saare;Koseveski;26.875376;58.731591
1961-1970;muu vaikeelamu;Saare;Koseveski;26.891906;58.729289
1991-1995;uhepereelamu;Saare;Koseveski;26.878260;58.723394
1919-1945;uhepereelamu;Saare;Koseveski;26.880538;58.724591
1919-1945;uhepereelamu;Saare;Koseveski;26.871743;58.728284
1991-1995;uhepereelamu;Saare;Koseveski;26.865709;58.727080
ehitusaeg teadmata;uhepereelamu;Saare;Koseveski;26.865329;58.734492
1919-1945;uhepereelamu;Saare;Koseveski;26.865557;58.732430
ehitusaeg teadmata;uhepereelamu;Saare;Koseveski;26.865506;58.731811
1919-1945;uhepereelamu;Saare;Koseveski;26.866596;58.730662
1919-1945;uhepereelamu;Saare;Koseveski;26.859887;58.733283
1919-1945;uhepereelamu;Saare;Koseveski;26.856968;58.733860
1919-1945;uhepereelamu;Saare;Koseveski;26.851835;58.731601
1919-1945;uhepereelamu;Saare;Koseveski;26.860703;58.737165
1946-1960;uhepereelamu;Saare;Koseveski;26.860429;58.739858
1946-1960;uhepereelamu;Saare;Koseveski;26.858666;58.742467
1919-1945;uhepereelamu;Palamuse;Kudina;26.691914;58.675736
enne 1919;uhepereelamu;Palamuse;Kudina;26.694828;58.676826
1919-1945;uhepereelamu;Palamuse;Kudina;26.692273;58.682989
1919-1945;uhepereelamu;Palamuse;Kudina;26.687631;58.685720
1919-1945;uhepereelamu;Palamuse;Kudina;26.684184;58.688208
1971-1980;uhepereelamu;Palamuse;Kudina;26.687044;58.691154
1919-1945;uhepereelamu;Palamuse;Kudina;26.677158;58.688884
1919-1945;uhepereelamu;Palamuse;Kudina;26.693868;58.670305
1946-1960;uhepereelamu;Palamuse;Kudina;26.695710;58.670877
1946-1960;uhepereelamu;Palamuse;Kudina;26.695659;58.670550
1946-1960;paljukorteriline elamu;Palamuse;Kudina;26.695680;58.670154
1961-1970;paljukorteriline elamu;Palamuse;Kudina;26.696565;58.670149
enne 1919;elukorteri(te)ga mitteelamu;Palamuse;Kudina;26.694508;58.669136
1946-1960;elukorteri(te)ga mitteelamu;Palamuse;Kudina;26.696729;58.671232
1919-1945;uhepereelamu;Palamuse;Kudina;26.699281;58.669051
1961-1970;paljukorteriline elamu;Palamuse;Kudina;26.699013;58.668212
1919-1945;uhepereelamu;Palamuse;Kudina;26.696929;58.664777
1991-1995;uhepereelamu;Palamuse;Kudina;26.695206;58.666000
1991-1995;uhepereelamu;Palamuse;Kudina;26.694708;58.665983
1991-1995;uhepereelamu;Palamuse;Kudina;26.694134;58.665982
1991-1995;uhepereelamu;Palamuse;Kudina;26.693617;58.666020
1946-1960;uhepereelamu;Palamuse;Kudina;26.695503;58.666820
1919-1945;uhepereelamu;Palamuse;Kudina;26.695097;58.667332
1946-1960;uhepereelamu;Palamuse;Kudina;26.693047;58.666737
1946-1960;uhepereelamu;Palamuse;Kudina;26.693615;58.667034
1981-1990;uhepereelamu;Palamuse;Kudina;26.694225;58.667499
ehitusaeg teadmata;uhepereelamu;Palamuse;Kudina;26.697784;58.662765
1919-1945;uhepereelamu;Palamuse;Kudina;26.703156;58.661699
1919-1945;uhepereelamu;Palamuse;Kudina;26.700591;58.659858
1919-1945;uhepereelamu;Palamuse;Kudina;26.700569;58.658501
1919-1945;uhepereelamu;Palamuse;Kudina;26.705781;58.656486
1919-1945;uhepereelamu;Palamuse;Kudina;26.707039;58.654457
enne 1919;uhepereelamu;Palamuse;Kudina;26.689161;58.668840
1919-1945;uhepereelamu;Palamuse;Kudina;26.684624;58.665034
1919-1945;uhepereelamu;Palamuse;Kudina;26.688748;58.671372
1919-1945;uhepereelamu;Palamuse;Kudina;26.687864;58.670340
1946-1960;uhepereelamu;Palamuse;Kudina;26.687823;58.669811
1919-1945;uhepereelamu;Palamuse;Kudina;26.668346;58.668851
1919-1945;uhepereelamu;Palamuse;Kudina;26.684140;58.674525
1919-1945;uhepereelamu;Palamuse;Kudina;26.682618;58.680981
ehitusaeg teadmata;uhepereelamu;Palamuse;Kudina;26.677223;58.681829
1919-1945;muu vaikeelamu;Palamuse;Kudina;26.680960;58.672595
1919-1945;uhepereelamu;Palamuse;Kudina;26.679316;58.674832
1919-1945;uhepereelamu;Palamuse;Kudina;26.677095;58.674878
1919-1945;uhepereelamu;Palamuse;Kudina;26.675588;58.673651
1919-1945;uhepereelamu;Palamuse;Kudina;26.674397;58.673990
1919-1945;uhepereelamu;Palamuse;Kudina;26.675757;58.675858
1919-1945;uhepereelamu;Palamuse;Kudina;26.672819;58.674445
1919-1945;uhepereelamu;Palamuse;Kudina;26.673592;58.676640
enne 1919;uhepereelamu;Palamuse;Kudina;26.670574;58.674178
1971-1980;uhepereelamu;Palamuse;Kudina;26.685167;58.665940
enne 1919;uhepereelamu;Poltsamaa;Kuningamae;25.921942;58.646539
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.921589;58.650758
1996 või hiljem;uhepereelamu;Poltsamaa;Kuningamae;25.927877;58.649757
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.929535;58.652605
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.929066;58.653206
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.933160;58.650540
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.938781;58.651200
1971-1980;uhepereelamu;Poltsamaa;Kuningamae;25.938457;58.654413
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.922952;58.655777
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.918075;58.654896
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.938531;58.648294
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.938445;58.646687
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.937433;58.646487
1961-1970;uhepereelamu;Poltsamaa;Kuningamae;25.935873;58.643817
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.943253;58.644531
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.943938;58.643524
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.946553;58.644087
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.948482;58.644362
1971-1980;paljukorteriline elamu;Poltsamaa;Kuningamae;25.950328;58.644379
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.952164;58.638711
enne 1919;uhepereelamu;Poltsamaa;Kuningamae;25.946444;58.634850
1981-1990;uhepereelamu;Poltsamaa;Kuningamae;25.944479;58.636128
1961-1970;uhepereelamu;Poltsamaa;Kuningamae;25.943049;58.634299
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.929105;58.638924
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.921597;58.638650
1946-1960;uhepereelamu;Poltsamaa;Kuningamae;25.930912;58.635466
1919-1945;uhepereelamu;Poltsamaa;Kuningamae;25.915919;58.641645
1971-1980;uhepereelamu;Poltsamaa;Kuningamae;25.917040;58.640713
ehitus pooleli;uhepereelamu;Poltsamaa;Kuningamae;25.947005;58.637392
1996 või hiljem;uhepereelamu;Poltsamaa;Kuningamae;25.937807;58.646028
1919-1945;uhepereelamu;Jogeva;Kurista;26.330964;58.749858
ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.331864;58.749666
1919-1945;uhepereelamu;Jogeva;Kurista;26.332440;58.749818
1919-1945;uhepereelamu;Jogeva;Kurista;26.333412;58.749764
1919-1945;uhepereelamu;Jogeva;Kurista;26.333989;58.749874
1919-1945;uhepereelamu;Jogeva;Kurista;26.335213;58.749494
1919-1945;uhepereelamu;Jogeva;Kurista;26.333039;58.750516
1919-1945;uhepereelamu;Jogeva;Kurista;26.334183;58.750509
1981-1990;uhepereelamu;Jogeva;Kurista;26.337691;58.749363
1961-1970;uhepereelamu;Jogeva;Kurista;26.342632;58.748780
1919-1945;uhepereelamu;Jogeva;Kurista;26.346267;58.750676
1919-1945;uhepereelamu;Jogeva;Kurista;26.331642;58.752603
1919-1945;uhepereelamu;Jogeva;Kurista;26.333207;58.753837
1919-1945;uhepereelamu;Jogeva;Kurista;26.334270;58.756549
1919-1945;uhepereelamu;Jogeva;Kurista;26.339092;58.755998
1919-1945;uhepereelamu;Jogeva;Kurista;26.333795;58.757312
enne 1919;muu vaikeelamu;Jogeva;Kurista;26.334973;58.758373
1946-1960;uhepereelamu;Jogeva;Kurista;26.332915;58.760203
1946-1960;muu vaikeelamu;Jogeva;Kurista;26.332996;58.760605
1946-1960;muu vaikeelamu;Jogeva;Kurista;26.332931;58.760821
1961-1970;uhepereelamu;Jogeva;Kurista;26.332680;58.761428
1961-1970;uhepereelamu;Jogeva;Kurista;26.333268;58.761490
1971-1980;paljukorteriline elamu;Jogeva;Kurista;26.332891;58.761802
1981-1990;paljukorteriline elamu;Jogeva;Kurista;26.333186;58.762112
1981-1990;paljukorteriline elamu;Jogeva;Kurista;26.331463;58.761643
1961-1970;uhepereelamu;Jogeva;Kurista;26.330966;58.762425
1961-1970;muu vaikeelamu;Jogeva;Kurista;26.330365;58.762292
1961-1970;uhepereelamu;Jogeva;Kurista;26.329846;58.762230
1919-1945;uhepereelamu;Jogeva;Kurista;26.330295;58.761804
1971-1980;uhepereelamu;Jogeva;Kurista;26.328420;58.762732
1971-1980;uhepereelamu;Jogeva;Kurista;26.328565;58.763016
1981-1990;uhepereelamu;Jogeva;Kurista;26.328802;58.763358
1981-1990;uhepereelamu;Jogeva;Kurista;26.328914;58.763743
1981-1990;uhepereelamu;Jogeva;Kurista;26.329127;58.764241
1971-1980;uhepereelamu;Jogeva;Kurista;26.330377;58.764605
1981-1990;uhepereelamu;Jogeva;Kurista;26.329770;58.763925
1971-1980;muu vaikeelamu;Jogeva;Kurista;26.330473;58.763826
1971-1980;uhepereelamu;Jogeva;Kurista;26.331080;58.763788
1971-1980;uhepereelamu;Jogeva;Kurista;26.331589;58.763739
1971-1980;uhepereelamu;Jogeva;Kurista;26.330133;58.763568
1971-1980;uhepereelamu;Jogeva;Kurista;26.329736;58.763279
1971-1980;uhepereelamu;Jogeva;Kurista;26.329248;58.763050
1961-1970;uhepereelamu;Jogeva;Kurista;26.330659;58.762791
1981-1990;hoone liik teadmata;Jogeva;Kurista;26.331178;58.762897
1919-1945;uhepereelamu;Jogeva;Kurista;26.334898;58.764088
1919-1945;uhepereelamu;Jogeva;Kurista;26.334075;58.765936
1919-1945;uhepereelamu;Jogeva;Kurista;26.332784;58.766880
1919-1945;uhepereelamu;Jogeva;Kurista;26.342398;58.761212
1981-1990;uhepereelamu;Jogeva;Kurista;26.329908;58.765809
1981-1990;uhepereelamu;Jogeva;Kurista;26.329280;58.766785
1991-1995;uhepereelamu;Jogeva;Kurista;26.334657;58.771207
1919-1945;uhepereelamu;Jogeva;Kurista;26.328074;58.746087
ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.330203;58.743362
1919-1945;uhepereelamu;Jogeva;Kurista;26.337789;58.741573
1961-1970;uhepereelamu;Jogeva;Kurista;26.332101;58.738634
1919-1945;uhepereelamu;Jogeva;Kurista;26.333844;58.738400
1991-1995;uhepereelamu;Jogeva;Kurista;26.325328;58.736134
enne 1919;uhepereelamu;Jogeva;Kurista;26.325523;58.734352
1981-1990;uhepereelamu;Jogeva;Kurista;26.325969;58.734258
1946-1960;uhepereelamu;Jogeva;Kurista;26.313892;58.727954
1996 või hiljem;uhepereelamu;Jogeva;Kurista;26.310286;58.727757
ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.310765;58.727484
ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.316180;58.725599
1919-1945;uhepereelamu;Jogeva;Kurista;26.326246;58.725643
enne 1919;uhepereelamu;Jogeva;Kurista;26.323660;58.723681
enne 1919;uhepereelamu;Jogeva;Kurista;26.325065;58.721217
enne 1919;uhepereelamu;Jogeva;Kurista;26.324311;58.720284
ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.327020;58.713501
1996 või hiljem;uhepereelamu;Jogeva;Kurista;26.289562;58.734551
1981-1990;uhepereelamu;Jogeva;Kurista;26.289956;58.734282
1919-1945;uhepereelamu;Jogeva;Kurista;26.323893;58.747560
1919-1945;uhepereelamu;Jogeva;Kurista;26.324437;58.748255
1919-1945;muu vaikeelamu;Jogeva;Kurista;26.322485;58.752180
enne 1919;muu vaikeelamu;Jogeva;Kurista;26.328949;58.730328
1919-1945;uhepereelamu;Puurmani;Kursi;26.343093;58.595282
1919-1945;uhepereelamu;Puurmani;Kursi;26.341846;58.595969
1919-1945;uhepereelamu;Puurmani;Kursi;26.342008;58.597358
1919-1945;uhepereelamu;Puurmani;Kursi;26.342937;58.602229
enne 1919;muu vaikeelamu;Puurmani;Kursi;26.349931;58.598454
ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.352131;58.603040
1919-1945;uhepereelamu;Puurmani;Kursi;26.351678;58.604482
ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.342467;58.592347
1919-1945;uhepereelamu;Puurmani;Kursi;26.343744;58.592413
enne 1919;muu vaikeelamu;Puurmani;Kursi;26.344225;58.592404
enne 1919;uhepereelamu;Puurmani;Kursi;26.347029;58.592388
1971-1980;uhepereelamu;Puurmani;Kursi;26.348564;58.592424
1946-1960;uhepereelamu;Puurmani;Kursi;26.350153;58.592547
1961-1970;paljukorteriline elamu;Puurmani;Kursi;26.348343;58.593757
1919-1945;uhepereelamu;Puurmani;Kursi;26.354040;58.595045
1946-1960;uhepereelamu;Puurmani;Kursi;26.356090;58.596598
1919-1945;uhepereelamu;Puurmani;Kursi;26.358316;58.594428
1919-1945;uhepereelamu;Puurmani;Kursi;26.362758;58.596224
1919-1945;uhepereelamu;Puurmani;Kursi;26.337138;58.592982
enne 1919;uhepereelamu;Puurmani;Kursi;26.336392;58.593660
1919-1945;uhepereelamu;Puurmani;Kursi;26.333133;58.595877
ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.331989;58.593202
1919-1945;uhepereelamu;Puurmani;Kursi;26.352072;58.594574
enne 1919;uhepereelamu;Tabivere;Kodukula;26.532594;58.559654
1919-1945;uhepereelamu;Tabivere;Kodukula;26.533694;58.558923
enne 1919;uhepereelamu;Tabivere;Kodukula;26.536227;58.560229
1919-1945;uhepereelamu;Tabivere;Kodukula;26.536398;58.560621
ehitusaeg teadmata;uhepereelamu;Tabivere;Kodukula;26.537677;58.560133
enne 1919;uhepereelamu;Tabivere;Kodukula;26.539481;58.560022
ehitusaeg teadmata;uhepereelamu;Tabivere;Kodukula;26.539039;58.559375
1919-1945;uhepereelamu;Tabivere;Kodukula;26.539310;58.559063
1919-1945;uhepereelamu;Tabivere;Kodukula;26.545747;58.558684
enne 1919;uhepereelamu;Tabivere;Kodukula;26.547645;58.556877
enne 1919;uhepereelamu;Tabivere;Kodukula;26.529235;58.557393
enne 1919;uhepereelamu;Tabivere;Kodukula;26.536325;58.553920
1919-1945;uhepereelamu;Tabivere;Kodukula;26.526989;58.561077
1919-1945;uhepereelamu;Tabivere;Kodukula;26.516885;58.553494
enne 1919;uhepereelamu;Tabivere;Kodukula;26.525779;58.561702
enne 1919;uhepereelamu;Tabivere;Kodukula;26.511450;58.565470
enne 1919;uhepereelamu;Tabivere;Kodukula;26.512274;58.566163
enne 1919;uhepereelamu;Tabivere;Kodukula;26.514148;58.567842
1919-1945;uhepereelamu;Tabivere;Kodukula;26.509083;58.566437
ehitus pooleli;uhepereelamu;Tabivere;Kodukula;26.512506;58.569393
1919-1945;uhepereelamu;Torma;Konnu;26.810863;58.834989
1919-1945;uhepereelamu;Torma;Konnu;26.800029;58.833777
1946-1960;uhepereelamu;Torma;Konnu;26.799408;58.834577
1946-1960;uhepereelamu;Torma;Konnu;26.799012;58.835364
1946-1960;uhepereelamu;Torma;Konnu;26.798425;58.836521
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.797676;58.837867
1946-1960;uhepereelamu;Torma;Konnu;26.796695;58.838689
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.794674;58.839559
1919-1945;uhepereelamu;Torma;Konnu;26.798598;58.839379
enne 1919;uhepereelamu;Torma;Konnu;26.798716;58.840203
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.801090;58.834663
1961-1970;uhepereelamu;Torma;Konnu;26.802720;58.835068
1919-1945;uhepereelamu;Torma;Konnu;26.803661;58.835250
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.805518;58.836112
enne 1919;uhepereelamu;Torma;Konnu;26.806853;58.836163
1946-1960;paljukorteriline elamu;Torma;Konnu;26.808941;58.836972
enne 1919;uhepereelamu;Torma;Konnu;26.808976;58.837551
enne 1919;uhepereelamu;Torma;Konnu;26.805753;58.837706
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806428;58.838824
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806821;58.839772
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.803755;58.849570
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806131;58.850704
1919-1945;uhepereelamu;Torma;Konnu;26.817451;58.838580
enne 1919;uhepereelamu;Torma;Konnu;26.822153;58.844758
enne 1919;uhepereelamu;Torma;Konnu;26.825078;58.840579
1946-1960;uhepereelamu;Torma;Konnu;26.824096;58.839998
1919-1945;uhepereelamu;Torma;Konnu;26.822173;58.836419
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.820805;58.834872
1946-1960;uhepereelamu;Torma;Konnu;26.812859;58.832892
1961-1970;paljukorteriline elamu;Torma;Konnu;26.809947;58.834375
1981-1990;uhepereelamu;Torma;Konnu;26.808729;58.835018
1981-1990;uhepereelamu;Torma;Konnu;26.807723;58.835071
1919-1945;elukorteri(te)ga mitteelamu;Torma;Konnu;26.808850;58.835982
enne 1919;uhepereelamu;Torma;Konnu;26.803961;58.829510
enne 1919;uhepereelamu;Torma;Konnu;26.802823;58.826102
1946-1960;uhepereelamu;Torma;Konnu;26.807031;58.821239
enne 1919;uhepereelamu;Torma;Konnu;26.808073;58.823454
1919-1945;uhepereelamu;Torma;Konnu;26.818772;58.817264
1996 või hiljem;uhepereelamu;Torma;Konnu;26.820269;58.821553
enne 1919;uhepereelamu;Torma;Konnu;26.816019;58.815239
1919-1945;uhepereelamu;Torma;Konnu;26.815446;58.811666
1919-1945;uhepereelamu;Torma;Konnu;26.811395;58.811314
1946-1960;uhepereelamu;Torma;Konnu;26.812636;58.808897
1919-1945;uhepereelamu;Torma;Konnu;26.800299;58.812597
1961-1970;uhepereelamu;Torma;Konnu;26.793258;58.832123
1996 või hiljem;uhepereelamu;Torma;Konnu;26.790310;58.831517
1919-1945;uhepereelamu;Torma;Konnu;26.786807;58.830473
1919-1945;uhepereelamu;Torma;Konnu;26.783312;58.829956
1991-1995;uhepereelamu;Torma;Konnu;26.782123;58.830075
1971-1980;uhepereelamu;Torma;Konnu;26.780467;58.830313
1919-1945;uhepereelamu;Torma;Konnu;26.774362;58.832983
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.772918;58.832861
1919-1945;uhepereelamu;Torma;Konnu;26.773814;58.829711
ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.771005;58.830521
1919-1945;uhepereelamu;Torma;Konnu;26.766870;58.832694
1919-1945;uhepereelamu;Torma;Konnu;26.776499;58.834569
enne 1919;uhepereelamu;Torma;Konnu;26.774727;58.836336
enne 1919;muu vaikeelamu;Torma;Konnu;26.775084;58.837173
1919-1945;uhepereelamu;Torma;Konnu;26.781178;58.842069
1919-1945;uhepereelamu;Torma;Konnu;26.784443;58.843634
1919-1945;uhepereelamu;Torma;Konnu;26.810851;58.834980
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.442210;58.537243
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.441731;58.543959
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.445333;58.542840
enne 1919;uhepereelamu;Tabivere;Konnujoe;26.455360;58.541480
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.457178;58.540232
ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.462334;58.540241
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.460340;58.543154
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.462862;58.544552
ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.474800;58.538841
ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.470449;58.535656
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.480335;58.538178
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.463871;58.550121
enne 1919;uhepereelamu;Tabivere;Konnujoe;26.470723;58.551480
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.455241;58.554769
1919-1945;uhepereelamu;Tabivere;Konnujoe;26.481986;58.549602
1919-1945;uhepereelamu;Jogeva;Koola;26.322175;58.828965
1919-1945;uhepereelamu;Jogeva;Koola;26.324152;58.831779
1919-1945;uhepereelamu;Jogeva;Koola;26.327607;58.832161
1919-1945;uhepereelamu;Jogeva;Koola;26.327596;58.837219
ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.327316;58.837753
enne 1919;uhepereelamu;Jogeva;Koola;26.327911;58.838107
enne 1919;uhepereelamu;Jogeva;Koola;26.318227;58.851167
enne 1919;uhepereelamu;Jogeva;Koola;26.314450;58.826203
1919-1945;uhepereelamu;Jogeva;Koola;26.314037;58.829642
1919-1945;uhepereelamu;Jogeva;Koola;26.307530;58.832476
1919-1945;uhepereelamu;Jogeva;Koola;26.305891;58.834364
1946-1960;uhepereelamu;Jogeva;Koola;26.303597;58.839858
ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.318156;58.823348
enne 1919;uhepereelamu;Jogeva;Koola;26.320075;58.822675
1919-1945;uhepereelamu;Jogeva;Koola;26.323017;58.821836
1919-1945;uhepereelamu;Jogeva;Koola;26.325773;58.820300
ehitusaeg teadmata;muu vaikeelamu;Jogeva;Koola;26.337608;58.819947
enne 1919;uhepereelamu;Jogeva;Koola;26.338430;58.820871
1991-1995;uhepereelamu;Jogeva;Koola;26.344390;58.824329
ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.343419;58.819195
ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.344487;58.819342
1919-1945;uhepereelamu;Jogeva;Koola;26.343984;58.819059
1919-1945;uhepereelamu;Jogeva;Koola;26.350027;58.818432
