FID;build_time;build_type;municipality;settl_unit;lon;lat
363;1919-1945;uhepereelamu;Poltsamaa;Esku;25.901988;58.641501
364;1919-1945;uhepereelamu;Poltsamaa;Esku;25.901237;58.643219
365;1919-1945;uhepereelamu;Poltsamaa;Esku;25.905595;58.645732
366;1919-1945;uhepereelamu;Poltsamaa;Esku;25.905160;58.647229
367;1919-1945;uhepereelamu;Poltsamaa;Esku;25.906479;58.651495
368;1919-1945;uhepereelamu;Poltsamaa;Esku;25.901991;58.655181
369;1919-1945;uhepereelamu;Poltsamaa;Esku;25.897304;58.658389
370;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Esku;25.895928;58.660053
371;1946-1960;uhepereelamu;Poltsamaa;Esku;25.892205;58.659730
372;enne 1919;uhepereelamu;Poltsamaa;Esku;25.894170;58.639725
373;1981-1990;uhepereelamu;Poltsamaa;Esku;25.894221;58.638867
374;1981-1990;uhepereelamu;Poltsamaa;Esku;25.895029;58.639413
375;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Esku;25.896367;58.639900
376;1971-1980;uhepereelamu;Poltsamaa;Esku;25.896248;58.639494
377;1981-1990;uhepereelamu;Poltsamaa;Esku;25.896722;58.639312
378;1981-1990;uhepereelamu;Poltsamaa;Esku;25.896169;58.638938
379;1919-1945;uhepereelamu;Poltsamaa;Esku;25.897246;58.639075
380;enne 1919;uhepereelamu;Poltsamaa;Esku;25.895832;58.638081
381;1919-1945;uhepereelamu;Poltsamaa;Esku;25.895270;58.637609
382;1919-1945;uhepereelamu;Poltsamaa;Esku;25.893604;58.637381
383;1971-1980;hoone liik teadmata;Poltsamaa;Esku;25.897905;58.638661
384;1971-1980;muu vaikeelamu;Poltsamaa;Esku;25.898511;58.638221
385;1971-1980;uhepereelamu;Poltsamaa;Esku;25.898883;58.637883
386;1919-1945;uhepereelamu;Poltsamaa;Esku;25.907453;58.635214
387;1919-1945;uhepereelamu;Poltsamaa;Esku;25.886351;58.635256
388;1919-1945;uhepereelamu;Poltsamaa;Esku;25.889670;58.634219
389;1919-1945;uhepereelamu;Poltsamaa;Esku;25.882952;58.637255
390;1919-1945;uhepereelamu;Poltsamaa;Esku;25.882465;58.640814
391;1919-1945;uhepereelamu;Poltsamaa;Esku;25.871911;58.647493
392;1919-1945;uhepereelamu;Poltsamaa;Esku;25.889256;58.650038
393;1996 voi hiljem;uhepereelamu;Poltsamaa;Esku;25.902397;58.640521
394;enne 1919;uhepereelamu;Pala;Haavakivi;27.011174;58.682912
395;enne 1919;uhepereelamu;Pala;Haavakivi;27.011314;58.684536
396;1971-1980;uhepereelamu;Pala;Haavakivi;27.012367;58.685419
397;enne 1919;uhepereelamu;Pala;Haavakivi;27.014168;58.685997
398;1919-1945;uhepereelamu;Pala;Haavakivi;27.009178;58.686923
399;1946-1960;uhepereelamu;Pala;Haavakivi;27.012387;58.687962
400;1946-1960;uhepereelamu;Pala;Haavakivi;27.010099;58.688527
401;enne 1919;uhepereelamu;Pala;Haavakivi;27.001763;58.682323
402;1946-1960;uhepereelamu;Pala;Haavakivi;26.995708;58.684496
403;enne 1919;uhepereelamu;Pala;Haavakivi;27.001260;58.674210
404;1919-1945;uhepereelamu;Pala;Haavakivi;26.994804;58.676186
405;enne 1919;uhepereelamu;Pala;Haavakivi;26.994167;58.675589
406;1961-1970;uhepereelamu;Pala;Haavakivi;26.989229;58.677123
407;1919-1945;uhepereelamu;Pala;Haavakivi;26.990055;58.670818
408;1919-1945;uhepereelamu;Pala;Haavakivi;26.987593;58.671684
409;1991-1995;uhepereelamu;Pala;Haavakivi;26.986951;58.680133
410;1991-1995;uhepereelamu;Pala;Haavakivi;26.993294;58.689714
411;enne 1919;uhepereelamu;Pala;Haavakivi;26.998611;58.689258
412;enne 1919;uhepereelamu;Pala;Haavakivi;26.983392;58.684071
413;1991-1995;uhepereelamu;Pala;Haavakivi;26.976745;58.686148
414;1946-1960;uhepereelamu;Pala;Haavakivi;26.956464;58.690786
415;enne 1919;uhepereelamu;Pala;Haavakivi;26.972913;58.689293
416;1919-1945;uhepereelamu;Pala;Haavakivi;26.975923;58.692565
417;1919-1945;uhepereelamu;Pala;Haavakivi;26.982767;58.695050
418;1961-1970;uhepereelamu;Pala;Haavakivi;26.977819;58.696494
419;1961-1970;uhepereelamu;Pala;Haavakivi;26.976832;58.696310
420;enne 1919;uhepereelamu;Pala;Haavakivi;26.974102;58.696373
421;enne 1919;uhepereelamu;Pala;Haavakivi;26.987098;58.696800
422;enne 1919;uhepereelamu;Pala;Haavakivi;26.993826;58.696626
423;1919-1945;uhepereelamu;Pala;Haavakivi;26.994945;58.700564
424;1971-1980;uhepereelamu;Pala;Haavakivi;26.996282;58.700228
425;enne 1919;uhepereelamu;Pala;Haavakivi;26.998416;58.695505
426;enne 1919;uhepereelamu;Pala;Haavakivi;26.997979;58.695002
427;1919-1945;uhepereelamu;Saare;Halliku;26.913660;58.708251
428;1919-1945;muu vaikeelamu;Saare;Halliku;26.912650;58.709650
429;1919-1945;uhepereelamu;Saare;Halliku;26.909023;58.709447
430;1919-1945;uhepereelamu;Saare;Halliku;26.907483;58.710858
431;1919-1945;uhepereelamu;Saare;Halliku;26.906520;58.712923
432;1919-1945;muu vaikeelamu;Saare;Halliku;26.910646;58.712732
433;enne 1919;uhepereelamu;Saare;Halliku;26.918083;58.709329
434;enne 1919;uhepereelamu;Saare;Halliku;26.918530;58.710199
435;1919-1945;uhepereelamu;Saare;Halliku;26.926647;58.712665
436;ehitusaeg teadmata;uhepereelamu;Saare;Halliku;26.921289;58.709354
437;1919-1945;uhepereelamu;Saare;Halliku;26.924261;58.708891
438;1919-1945;muu vaikeelamu;Saare;Halliku;26.935518;58.706183
439;1919-1945;uhepereelamu;Saare;Halliku;26.946477;58.704467
440;enne 1919;uhepereelamu;Saare;Halliku;26.946029;58.703597
441;1919-1945;uhepereelamu;Saare;Halliku;26.927153;58.705204
442;1919-1945;uhepereelamu;Saare;Halliku;26.931675;58.700788
443;1919-1945;uhepereelamu;Saare;Halliku;26.936273;58.699507
444;1919-1945;uhepereelamu;Saare;Halliku;26.917030;58.705722
445;1919-1945;uhepereelamu;Saare;Halliku;26.918563;58.701571
446;1919-1945;uhepereelamu;Saare;Halliku;26.924731;58.698789
447;enne 1919;muu vaikeelamu;Saare;Halliku;26.921643;58.695629
448;1919-1945;uhepereelamu;Saare;Halliku;26.927812;58.692936
449;1919-1945;uhepereelamu;Saare;Halliku;26.907239;58.708005
450;enne 1919;muu vaikeelamu;Saare;Halliku;26.904782;58.705617
451;enne 1919;uhepereelamu;Saare;Halliku;26.903174;58.702121
452;1919-1945;uhepereelamu;Saare;Halliku;26.901644;58.701868
453;enne 1919;uhepereelamu;Saare;Halliku;26.904383;58.700817
454;enne 1919;uhepereelamu;Saare;Halliku;26.903944;58.700046
455;1919-1945;uhepereelamu;Saare;Halliku;26.904729;58.695912
456;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.313957;58.701909
457;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.326932;58.703441
458;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.327596;58.705697
459;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.322034;58.707981
460;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.314078;58.709561
461;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.304155;58.701568
462;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.290996;58.712993
463;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.285459;58.715462
464;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.337386;58.697903
465;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.343703;58.692012
466;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.347494;58.692787
467;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.346217;58.698685
468;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.350596;58.691315
469;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.351327;58.689743
470;ehitusaeg teadmata;paljukorteriline elamu;Puurmani;Harjanurme;26.353085;58.690316
471;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.360231;58.685245
472;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.339740;58.681029
473;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.346800;58.686632
474;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.343407;58.685894
475;1946-1960;uhepereelamu;Puurmani;Harjanurme;26.324607;58.692258
476;1981-1990;uhepereelamu;Puurmani;Harjanurme;26.325765;58.688679
477;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.318418;58.687065
478;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.319201;58.686332
479;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.313729;58.685244
480;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.310592;58.684878
481;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.315547;58.679849
482;1991-1995;hoone liik teadmata;Puurmani;Harjanurme;26.304355;58.683778
483;1991-1995;hoone liik teadmata;Puurmani;Harjanurme;26.303761;58.684085
484;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.302606;58.684497
485;1981-1990;uhepereelamu;Puurmani;Harjanurme;26.301810;58.684371
486;1981-1990;uhepereelamu;Puurmani;Harjanurme;26.301924;58.684805
487;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.301245;58.685114
488;1991-1995;uhepereelamu;Puurmani;Harjanurme;26.300832;58.684869
489;1981-1990;uhepereelamu;Puurmani;Harjanurme;26.300423;58.684647
490;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.289817;58.683633
491;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.290289;58.686859
492;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.287993;58.686900
493;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.287160;58.688617
494;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.286400;58.693624
495;ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.279441;58.694736
496;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.275886;58.696281
497;enne 1919;uhepereelamu;Puurmani;Harjanurme;26.275017;58.697501
498;1919-1945;uhepereelamu;Puurmani;Harjanurme;26.313950;58.701900
499;1919-1945;uhepereelamu;Palamuse;Imukvere;26.648031;58.729183
500;enne 1919;uhepereelamu;Palamuse;Imukvere;26.644591;58.728814
501;1919-1945;uhepereelamu;Palamuse;Imukvere;26.647917;58.733183
502;1946-1960;uhepereelamu;Palamuse;Imukvere;26.648045;58.733886
503;1919-1945;uhepereelamu;Palamuse;Imukvere;26.645775;58.735442
504;1919-1945;uhepereelamu;Palamuse;Imukvere;26.644307;58.738491
505;enne 1919;uhepereelamu;Palamuse;Imukvere;26.643470;58.740989
506;enne 1919;uhepereelamu;Palamuse;Imukvere;26.644805;58.740611
507;enne 1919;uhepereelamu;Palamuse;Imukvere;26.645619;58.740063
508;1981-1990;uhepereelamu;Palamuse;Imukvere;26.659153;58.743145
509;1919-1945;uhepereelamu;Palamuse;Imukvere;26.633798;58.741627
510;enne 1919;uhepereelamu;Palamuse;Imukvere;26.631573;58.743802
511;1919-1945;uhepereelamu;Palamuse;Imukvere;26.652735;58.726066
512;1919-1945;uhepereelamu;Palamuse;Imukvere;26.653823;58.720195
513;enne 1919;uhepereelamu;Palamuse;Imukvere;26.645667;58.724982
514;enne 1919;uhepereelamu;Palamuse;Imukvere;26.641744;58.722753
515;enne 1919;uhepereelamu;Palamuse;Imukvere;26.637907;58.723801
516;enne 1919;uhepereelamu;Palamuse;Imukvere;26.637712;58.721235
517;1919-1945;uhepereelamu;Palamuse;Imukvere;26.633889;58.724774
518;1919-1945;uhepereelamu;Palamuse;Imukvere;26.631117;58.726433
519;1919-1945;uhepereelamu;Palamuse;Imukvere;26.628629;58.727365
520;1919-1945;uhepereelamu;Palamuse;Imukvere;26.624592;58.728067
521;1919-1945;uhepereelamu;Palamuse;Imukvere;26.618408;58.725183
522;enne 1919;uhepereelamu;Palamuse;Imukvere;26.612903;58.729023
523;enne 1919;uhepereelamu;Palamuse;Imukvere;26.604531;58.731052
524;enne 1919;uhepereelamu;Torma;Iravere;26.610680;58.809810
525;1919-1945;uhepereelamu;Torma;Iravere;26.609285;58.810233
526;1919-1945;uhepereelamu;Torma;Iravere;26.606028;58.812213
527;enne 1919;uhepereelamu;Torma;Iravere;26.604087;58.814004
528;1919-1945;uhepereelamu;Torma;Iravere;26.602392;58.816491
529;1919-1945;uhepereelamu;Torma;Iravere;26.601313;58.817196
530;1919-1945;uhepereelamu;Torma;Iravere;26.599057;58.817241
531;1919-1945;uhepereelamu;Torma;Iravere;26.602885;58.820578
532;1946-1960;uhepereelamu;Torma;Iravere;26.595209;58.819268
533;enne 1919;uhepereelamu;Torma;Iravere;26.612608;58.808886
534;1919-1945;uhepereelamu;Torma;Iravere;26.611157;58.808570
535;enne 1919;uhepereelamu;Torma;Iravere;26.611512;58.808217
536;enne 1919;uhepereelamu;Torma;Iravere;26.613311;58.808131
537;1919-1945;uhepereelamu;Torma;Iravere;26.614191;58.807178
538;enne 1919;uhepereelamu;Torma;Iravere;26.613857;58.806542
539;1919-1945;uhepereelamu;Torma;Iravere;26.616381;58.807107
540;ehitusaeg teadmata;uhepereelamu;Torma;Iravere;26.615126;58.805470
541;1919-1945;uhepereelamu;Torma;Iravere;26.614827;58.804011
542;enne 1919;elukorteri(te)ga mitteelamu;Saare;Jaama;26.758284;58.765927
543;1919-1945;hoone liik teadmata;Saare;Jaama;26.757745;58.766275
544;1961-1970;paljukorteriline elamu;Saare;Jaama;26.756816;58.765612
545;1946-1960;uhepereelamu;Saare;Jaama;26.755004;58.764850
546;enne 1919;muu vaikeelamu;Saare;Jaama;26.755785;58.766434
547;1961-1970;uhepereelamu;Saare;Jaama;26.755862;58.767690
548;enne 1919;uhepereelamu;Saare;Jaama;26.755045;58.768148
549;enne 1919;uhepereelamu;Saare;Jaama;26.752918;58.768876
550;1946-1960;uhepereelamu;Saare;Jaama;26.751038;58.770057
551;enne 1919;uhepereelamu;Saare;Jaama;26.740182;58.768464
552;1961-1970;uhepereelamu;Saare;Jaama;26.738733;58.766679
553;1946-1960;uhepereelamu;Saare;Jaama;26.747335;58.773092
554;1919-1945;uhepereelamu;Saare;Jaama;26.749157;58.773971
555;1919-1945;uhepereelamu;Saare;Jaama;26.746780;58.774362
556;1946-1960;uhepereelamu;Saare;Jaama;26.750350;58.775193
557;1981-1990;uhepereelamu;Saare;Jaama;26.744111;58.776575
558;enne 1919;uhepereelamu;Saare;Jaama;26.733301;58.772825
559;1919-1945;uhepereelamu;Saare;Jaama;26.728332;58.776456
560;enne 1919;uhepereelamu;Saare;Jaama;26.754062;58.777846
561;1946-1960;uhepereelamu;Saare;Jaama;26.748403;58.777549
562;1919-1945;uhepereelamu;Saare;Jaama;26.747605;58.779233
563;enne 1919;uhepereelamu;Saare;Jaama;26.747082;58.780951
564;1919-1945;uhepereelamu;Saare;Jaama;26.741967;58.782767
565;enne 1919;uhepereelamu;Saare;Jaama;26.761015;58.763357
566;1919-1945;uhepereelamu;Saare;Jaama;26.764008;58.765224
567;1946-1960;uhepereelamu;Saare;Jaama;26.764163;58.764430
568;1981-1990;uhepereelamu;Saare;Jaama;26.767950;58.767988
569;1961-1970;uhepereelamu;Saare;Jaama;26.762725;58.773906
570;enne 1919;uhepereelamu;Saare;Jaama;26.764205;58.775922
571;enne 1919;uhepereelamu;Saare;Jaama;26.770712;58.764174
572;1919-1945;uhepereelamu;Saare;Jaama;26.770532;58.761904
573;enne 1919;uhepereelamu;Saare;Jaama;26.776611;58.761315
574;ehitusaeg teadmata;uhepereelamu;Saare;Jaama;26.781300;58.762472
575;1919-1945;uhepereelamu;Saare;Jaama;26.779409;58.763420
576;enne 1919;uhepereelamu;Saare;Jaama;26.783572;58.757984
577;enne 1919;uhepereelamu;Saare;Jaama;26.775905;58.757916
578;1919-1945;uhepereelamu;Saare;Jaama;26.759394;58.762260
579;enne 1919;uhepereelamu;Saare;Jaama;26.752735;58.758303
580;enne 1919;uhepereelamu;Saare;Jaama;26.759345;58.756114
581;enne 1919;uhepereelamu;Saare;Jaama;26.745842;58.761344
582;1919-1945;uhepereelamu;Saare;Jaama;26.741672;58.759564
583;enne 1919;uhepereelamu;Tabivere;Juula;26.708118;58.556280
584;1919-1945;uhepereelamu;Tabivere;Juula;26.705730;58.557633
585;1919-1945;uhepereelamu;Tabivere;Juula;26.705499;58.561790
586;1919-1945;uhepereelamu;Tabivere;Juula;26.711204;58.555963
587;1919-1945;uhepereelamu;Tabivere;Juula;26.716141;58.556434
588;1919-1945;uhepereelamu;Tabivere;Juula;26.718422;58.556350
589;1919-1945;uhepereelamu;Tabivere;Juula;26.715462;58.558327
590;1919-1945;uhepereelamu;Tabivere;Juula;26.713623;58.563199
591;1961-1970;uhepereelamu;Tabivere;Juula;26.721258;58.553694
592;enne 1919;uhepereelamu;Tabivere;Juula;26.726483;58.552324
593;1971-1980;uhepereelamu;Tabivere;Juula;26.729818;58.552541
594;1919-1945;uhepereelamu;Tabivere;Juula;26.731702;58.551126
595;1946-1960;uhepereelamu;Tabivere;Juula;26.733313;58.550408
596;1971-1980;paljukorteriline elamu;Tabivere;Juula;26.710071;58.553750
597;1919-1945;uhepereelamu;Tabivere;Juula;26.707676;58.546981
598;1919-1945;uhepereelamu;Tabivere;Juula;26.706464;58.550008
599;1919-1945;uhepereelamu;Tabivere;Juula;26.701124;58.551665
600;1919-1945;uhepereelamu;Tabivere;Juula;26.696542;58.555123
601;1919-1945;uhepereelamu;Tabivere;Juula;26.694606;58.556780
602;1971-1980;muu vaikeelamu;Puurmani;Joune;26.353445;58.667732
603;1971-1980;uhepereelamu;Puurmani;Joune;26.367382;58.666442
604;1919-1945;uhepereelamu;Puurmani;Joune;26.367749;58.667356
605;enne 1919;uhepereelamu;Puurmani;Joune;26.368782;58.667894
606;1919-1945;uhepereelamu;Puurmani;Joune;26.368924;58.668848
607;1919-1945;uhepereelamu;Puurmani;Joune;26.368283;58.669537
608;enne 1919;uhepereelamu;Puurmani;Joune;26.369090;58.670160
609;enne 1919;uhepereelamu;Puurmani;Joune;26.369147;58.670999
610;1981-1990;uhepereelamu;Puurmani;Joune;26.368660;58.671728
611;1961-1970;uhepereelamu;Puurmani;Joune;26.361863;58.675441
612;enne 1919;uhepereelamu;Puurmani;Joune;26.362904;58.676101
613;1919-1945;uhepereelamu;Puurmani;Joune;26.363953;58.676880
614;1919-1945;uhepereelamu;Puurmani;Joune;26.358827;58.677905
615;enne 1919;uhepereelamu;Puurmani;Joune;26.361571;58.682431
616;1981-1990;uhepereelamu;Puurmani;Joune;26.362007;58.681152
617;enne 1919;uhepereelamu;Puurmani;Joune;26.370011;58.676966
618;enne 1919;uhepereelamu;Puurmani;Joune;26.372038;58.685702
619;1971-1980;uhepereelamu;Puurmani;Joune;26.373138;58.686347
620;1919-1945;uhepereelamu;Puurmani;Joune;26.386753;58.681360
621;1919-1945;uhepereelamu;Puurmani;Joune;26.386874;58.680038
622;enne 1919;uhepereelamu;Puurmani;Joune;26.381435;58.671128
623;enne 1919;uhepereelamu;Puurmani;Joune;26.375690;58.668161
624;1971-1980;uhepereelamu;Puurmani;Joune;26.369422;58.662680
625;enne 1919;uhepereelamu;Puurmani;Joune;26.370873;58.658081
626;1919-1945;uhepereelamu;Puurmani;Joune;26.360718;58.661241
627;enne 1919;uhepereelamu;Puurmani;Joune;26.360818;58.660997
628;enne 1919;uhepereelamu;Puurmani;Joune;26.361447;58.658092
629;enne 1919;uhepereelamu;Puurmani;Joune;26.354643;58.658586
630;enne 1919;uhepereelamu;Puurmani;Joune;26.352824;58.664827
631;enne 1919;uhepereelamu;Puurmani;Joune;26.347602;58.662586
632;enne 1919;uhepereelamu;Puurmani;Joune;26.341977;58.664845
633;1919-1945;uhepereelamu;Puurmani;Joune;26.336978;58.671205
634;ehitusaeg teadmata;uhepereelamu;Puurmani;Joune;26.369156;58.651519
635;enne 1919;uhepereelamu;Puurmani;Joune;26.366588;58.648942
636;1971-1980;muu vaikeelamu;Puurmani;Joune;26.353436;58.667730
637;ehitusaeg teadmata;muu vaikeelamu;Puurmani;Joune;26.353436;58.667730
638;enne 1919;uhepereelamu;Puurmani;Joune;26.353436;58.667730
639;ehitusaeg teadmata;uhepereelamu;Palamuse;Jarvepera;26.594569;58.701714
640;enne 1919;muu vaikeelamu;Palamuse;Jarvepera;26.593915;58.697794
641;enne 1919;uhepereelamu;Palamuse;Jarvepera;26.602150;58.700457
642;1919-1945;uhepereelamu;Palamuse;Jarvepera;26.597781;58.705982
643;1919-1945;muu vaikeelamu;Palamuse;Jarvepera;26.584982;58.702439
644;enne 1919;uhepereelamu;Palamuse;Jarvepera;26.582988;58.704248
645;enne 1919;uhepereelamu;Palamuse;Jarvepera;26.582889;58.705806
646;1981-1990;uhepereelamu;Palamuse;Jarvepera;26.583327;58.703623
647;ehitusaeg teadmata;uhepereelamu;Palamuse;Jarvepera;26.594557;58.701712
648;1919-1945;uhepereelamu;Puurmani;Jurikula;26.278994;58.555269
649;1919-1945;uhepereelamu;Puurmani;Jurikula;26.278940;58.555746
650;1919-1945;uhepereelamu;Puurmani;Jurikula;26.280346;58.558855
651;1919-1945;uhepereelamu;Puurmani;Jurikula;26.281104;58.561017
652;1919-1945;uhepereelamu;Puurmani;Jurikula;26.278739;58.563762
653;1919-1945;uhepereelamu;Puurmani;Jurikula;26.275080;58.561977
654;1981-1990;paljukorteriline elamu;Puurmani;Jurikula;26.274608;58.564213
655;1919-1945;uhepereelamu;Puurmani;Jurikula;26.277674;58.564581
656;1919-1945;uhepereelamu;Puurmani;Jurikula;26.277602;58.565058
657;1919-1945;uhepereelamu;Puurmani;Jurikula;26.278387;58.566006
658;1919-1945;uhepereelamu;Puurmani;Jurikula;26.282961;58.566293
659;1919-1945;uhepereelamu;Puurmani;Jurikula;26.282712;58.565344
660;1981-1990;uhepereelamu;Puurmani;Jurikula;26.284056;58.567494
661;1919-1945;uhepereelamu;Puurmani;Jurikula;26.280630;58.567717
662;1919-1945;uhepereelamu;Puurmani;Jurikula;26.278731;58.566844
663;1946-1960;uhepereelamu;Puurmani;Jurikula;26.283386;58.569626
664;1961-1970;uhepereelamu;Puurmani;Jurikula;26.284211;58.569882
665;1919-1945;uhepereelamu;Puurmani;Jurikula;26.274841;58.575514
666;1919-1945;uhepereelamu;Puurmani;Jurikula;26.274420;58.573770
667;1991-1995;uhepereelamu;Puurmani;Jurikula;26.275234;58.572498
668;1919-1945;uhepereelamu;Puurmani;Jurikula;26.274303;58.571961
669;1971-1980;uhepereelamu;Puurmani;Jurikula;26.266120;58.570992
670;1919-1945;uhepereelamu;Puurmani;Jurikula;26.268691;58.555981
671;1919-1945;uhepereelamu;Puurmani;Jurikula;26.281426;58.551937
672;ehitusaeg teadmata;uhepereelamu;Puurmani;Jurikula;26.260002;58.545418
673;1919-1945;uhepereelamu;Puurmani;Jurikula;26.255822;58.549947
674;enne 1919;uhepereelamu;Puurmani;Jurikula;26.240367;58.566828
675;1919-1945;uhepereelamu;Puurmani;Jurikula;26.281561;58.561789
676;1919-1945;uhepereelamu;Puurmani;Jurikula;26.283919;58.566092
677;1991-1995;uhepereelamu;Puurmani;Jurikula;26.274403;58.574386
678;1919-1945;uhepereelamu;Palamuse;Kaarepere;26.517177;58.660570
679;1961-1970;uhepereelamu;Palamuse;Kaarepere;26.517869;58.661070
680;1971-1980;paljukorteriline elamu;Palamuse;Kaarepere;26.519501;58.661694
681;1919-1945;elukorteri(te)ga mitteelamu;Palamuse;Kaarepere;26.519465;58.661950
682;1961-1970;uhepereelamu;Palamuse;Kaarepere;26.521569;58.661567
683;1971-1980;uhepereelamu;Palamuse;Kaarepere;26.528006;58.658188
684;1919-1945;uhepereelamu;Palamuse;Kaarepere;26.530414;58.656327
685;1919-1945;uhepereelamu;Palamuse;Kaarepere;26.536436;58.653368
686;1981-1990;uhepereelamu;Palamuse;Kaarepere;26.533423;58.667848
687;1919-1945;uhepereelamu;Palamuse;Kaarepere;26.530482;58.668778
688;ehitus pooleli;uhepereelamu;Palamuse;Kaarepere;26.533798;58.665851
689;1919-1945;uhepereelamu;Palamuse;Kaarepere;26.535816;58.663965
690;1971-1980;uhepereelamu;Palamuse;Kaarepere;26.515419;58.658979
