FID;build_time;build_type;municipality;settl_unit;lon;lat
6205;1991-1995;uhepereelamu;Pala;Vea;26.954543;58.648821
6206;enne 1919;uhepereelamu;Pala;Vea;26.992086;58.647872
6207;1919-1945;uhepereelamu;Pala;Vea;26.994708;58.650093
6208;1919-1945;uhepereelamu;Pala;Vea;26.973753;58.655657
6209;enne 1919;uhepereelamu;Pala;Vea;26.980745;58.657661
6210;enne 1919;uhepereelamu;Pala;Vea;26.977676;58.661669
6211;1919-1945;uhepereelamu;Pala;Vea;26.995119;58.651998
6212;enne 1919;uhepereelamu;Pala;Vea;27.000003;58.654899
6213;enne 1919;uhepereelamu;Pala;Vea;26.989783;58.663679
6214;enne 1919;uhepereelamu;Pala;Vea;26.984749;58.641823
6215;enne 1919;uhepereelamu;Pala;Vea;26.985929;58.641410
6216;1919-1945;uhepereelamu;Pala;Vea;26.987935;58.639205
6217;1919-1945;uhepereelamu;Pala;Vea;26.988586;58.638512
6218;enne 1919;uhepereelamu;Pala;Vea;26.988807;58.636390
6219;enne 1919;uhepereelamu;Pala;Vea;26.990302;58.635592
6220;enne 1919;uhepereelamu;Pala;Vea;26.992095;58.633779
6221;1961-1970;uhepereelamu;Pala;Vea;26.993318;58.633112
6222;ehitusaeg teadmata;uhepereelamu;Pala;Vea;26.994606;58.632791
6223;enne 1919;uhepereelamu;Pala;Vea;26.976850;58.646321
6224;enne 1919;uhepereelamu;Pala;Vea;26.976143;58.646597
6225;enne 1919;uhepereelamu;Pala;Vea;26.971153;58.650900
6226;1946-1960;uhepereelamu;Pala;Vea;26.970506;58.643295
6227;1919-1945;uhepereelamu;Pala;Vea;26.970017;58.640385
6228;1946-1960;uhepereelamu;Pala;Vea;26.966625;58.640590
6229;enne 1919;uhepereelamu;Pala;Vea;26.969551;58.634806
6230;1919-1945;uhepereelamu;Pala;Vea;26.965194;58.631823
6231;1919-1945;uhepereelamu;Pala;Vea;26.947392;58.637733
6232;1919-1945;uhepereelamu;Pala;Vea;26.945804;58.630401
6233;1919-1945;uhepereelamu;Pala;Vea;26.950475;58.622748
6234;ehitusaeg teadmata;uhepereelamu;Pala;Vea;26.944404;58.625355
6235;1981-1990;uhepereelamu;Pala;Vea;26.935321;58.635979
6236;1991-1995;uhepereelamu;Pala;Vea;26.931866;58.635671
6237;ehitusaeg teadmata;uhepereelamu;Pala;Vea;27.004512;58.658842
6238;1991-1995;uhepereelamu;Pala;Vea;26.954542;58.648816
6239;1919-1945;uhepereelamu;Saare;Veia;26.788853;58.734183
6240;ehitusaeg teadmata;uhepereelamu;Saare;Veia;26.792613;58.735054
6241;ehitusaeg teadmata;hoone liik teadmata;Saare;Veia;26.796065;58.734979
6242;1919-1945;uhepereelamu;Saare;Veia;26.797257;58.733754
6243;1919-1945;uhepereelamu;Saare;Veia;26.816848;58.745310
6244;1919-1945;uhepereelamu;Saare;Veia;26.818183;58.752793
6245;1919-1945;uhepereelamu;Saare;Veia;26.809898;58.749317
6246;1919-1945;uhepereelamu;Saare;Veia;26.808403;58.750788
6247;enne 1919;uhepereelamu;Saare;Veia;26.809084;58.764916
6248;1946-1960;uhepereelamu;Saare;Veia;26.802123;58.764474
6249;1919-1945;uhepereelamu;Saare;Veia;26.801328;58.766047
6250;1961-1970;uhepereelamu;Saare;Veia;26.804315;58.728690
6251;1946-1960;uhepereelamu;Saare;Veia;26.789677;58.732961
6252;1919-1945;uhepereelamu;Saare;Veia;26.789420;58.732608
6253;enne 1919;uhepereelamu;Saare;Veia;26.790005;58.731273
6254;1919-1945;uhepereelamu;Saare;Veia;26.783474;58.727462
6255;enne 1919;uhepereelamu;Saare;Veia;26.798827;58.746439
6256;ehitusaeg teadmata;uhepereelamu;Saare;Veia;26.842711;58.767065
6257;enne 1919;uhepereelamu;Jogeva;Vilina;26.472788;58.775602
6258;1919-1945;uhepereelamu;Jogeva;Vilina;26.474575;58.773839
6259;1919-1945;uhepereelamu;Jogeva;Vilina;26.475203;58.771922
6260;ehitusaeg teadmata;uhepereelamu;Jogeva;Vilina;26.477687;58.770091
6261;enne 1919;uhepereelamu;Jogeva;Vilina;26.478101;58.769557
6262;ehitusaeg teadmata;uhepereelamu;Jogeva;Vilina;26.481101;58.766019
6263;1919-1945;uhepereelamu;Jogeva;Vilina;26.488900;58.765810
6264;1919-1945;uhepereelamu;Jogeva;Vilina;26.490233;58.764436
6265;1919-1945;uhepereelamu;Jogeva;Vilina;26.482540;58.777571
6266;1919-1945;uhepereelamu;Jogeva;Vilina;26.488507;58.776607
6267;1919-1945;uhepereelamu;Jogeva;Vilina;26.492908;58.773499
6268;enne 1919;uhepereelamu;Jogeva;Vilina;26.492937;58.766698
6269;enne 1919;uhepereelamu;Jogeva;Vilina;26.493145;58.766451
6270;ehitusaeg teadmata;uhepereelamu;Jogeva;Vilina;26.494926;58.765541
6271;1919-1945;uhepereelamu;Jogeva;Vilina;26.493282;58.765326
6272;1919-1945;uhepereelamu;Jogeva;Vilina;26.493125;58.764327
6273;enne 1919;uhepereelamu;Jogeva;Vilina;26.493881;58.763934
6274;enne 1919;uhepereelamu;Jogeva;Vilina;26.496332;58.761431
6275;enne 1919;uhepereelamu;Jogeva;Vilina;26.495961;58.761011
6276;ehitusaeg teadmata;uhepereelamu;Jogeva;Vilina;26.496147;58.760688
6277;1996 voi hiljem;uhepereelamu;Jogeva;Vilina;26.497232;58.760775
6278;1991-1995;uhepereelamu;Jogeva;Vilina;26.498149;58.759787
6279;enne 1919;uhepereelamu;Jogeva;Vilina;26.498926;58.756259
6280;enne 1919;uhepereelamu;Jogeva;Vilina;26.497478;58.753619
6281;1991-1995;uhepereelamu;Jogeva;Vilina;26.503339;58.751880
6282;enne 1919;uhepereelamu;Jogeva;Vilina;26.449805;58.767852
6283;1919-1945;muu vaikeelamu;Jogeva;Viruvere;26.315033;58.750687
6284;1919-1945;uhepereelamu;Jogeva;Viruvere;26.312463;58.751624
6285;1919-1945;uhepereelamu;Jogeva;Viruvere;26.309494;58.753567
6286;1996 voi hiljem;uhepereelamu;Jogeva;Viruvere;26.304413;58.753664
6287;ehitusaeg teadmata;uhepereelamu;Jogeva;Viruvere;26.306729;58.755409
6288;1919-1945;uhepereelamu;Jogeva;Viruvere;26.308510;58.756127
6289;1919-1945;uhepereelamu;Jogeva;Viruvere;26.310090;58.756211
6290;1919-1945;uhepereelamu;Jogeva;Viruvere;26.314401;58.757072
6291;1919-1945;uhepereelamu;Jogeva;Viruvere;26.312067;58.748109
6292;1919-1945;uhepereelamu;Jogeva;Viruvere;26.302687;58.749283
6293;1919-1945;uhepereelamu;Jogeva;Viruvere;26.303041;58.748490
6294;1919-1945;uhepereelamu;Jogeva;Viruvere;26.299677;58.738871
6295;1919-1945;uhepereelamu;Jogeva;Viruvere;26.297957;58.738852
6296;1971-1980;uhepereelamu;Jogeva;Viruvere;26.294493;58.739575
6297;1919-1945;uhepereelamu;Jogeva;Viruvere;26.294045;58.741855
6298;enne 1919;uhepereelamu;Palamuse;Visusti;26.512390;58.627018
6299;1919-1945;uhepereelamu;Palamuse;Visusti;26.511164;58.626827
6300;1919-1945;uhepereelamu;Palamuse;Visusti;26.512221;58.624668
6301;1919-1945;uhepereelamu;Palamuse;Visusti;26.515851;58.621034
6302;1919-1945;uhepereelamu;Palamuse;Visusti;26.517287;58.618656
6303;1919-1945;uhepereelamu;Palamuse;Visusti;26.517072;58.627267
6304;1919-1945;uhepereelamu;Palamuse;Visusti;26.524326;58.619219
6305;1919-1945;uhepereelamu;Palamuse;Visusti;26.525648;58.619103
6306;1946-1960;uhepereelamu;Palamuse;Visusti;26.527413;58.618197
6307;1919-1945;uhepereelamu;Palamuse;Visusti;26.526706;58.617609
6308;enne 1919;uhepereelamu;Palamuse;Visusti;26.535559;58.615404
6309;1919-1945;uhepereelamu;Palamuse;Visusti;26.535586;58.616365
6310;enne 1919;uhepereelamu;Palamuse;Visusti;26.534435;58.617835
6311;1919-1945;uhepereelamu;Palamuse;Visusti;26.539495;58.614347
6312;enne 1919;uhepereelamu;Palamuse;Visusti;26.555781;58.617474
6313;enne 1919;uhepereelamu;Palamuse;Visusti;26.556670;58.617590
6314;1919-1945;uhepereelamu;Palamuse;Visusti;26.557386;58.617047
6315;1919-1945;uhepereelamu;Palamuse;Visusti;26.561219;58.617895
6316;1919-1945;uhepereelamu;Palamuse;Visusti;26.540945;58.608182
6317;1919-1945;uhepereelamu;Palamuse;Visusti;26.549335;58.609210
6318;1919-1945;uhepereelamu;Palamuse;Visusti;26.545137;58.605476
6319;1919-1945;uhepereelamu;Palamuse;Visusti;26.553321;58.607443
6320;1919-1945;uhepereelamu;Palamuse;Visusti;26.555577;58.606031
6321;1919-1945;uhepereelamu;Palamuse;Visusti;26.557233;58.604903
6322;1919-1945;uhepereelamu;Palamuse;Visusti;26.554915;58.601679
6323;1919-1945;uhepereelamu;Palamuse;Visusti;26.559896;58.602936
6324;1919-1945;uhepereelamu;Palamuse;Visusti;26.558463;58.599819
6325;1919-1945;uhepereelamu;Palamuse;Visusti;26.564360;58.598067
6326;1919-1945;uhepereelamu;Palamuse;Visusti;26.566210;58.596530
6327;1946-1960;uhepereelamu;Palamuse;Visusti;26.565263;58.592046
6328;1919-1945;uhepereelamu;Palamuse;Visusti;26.520372;58.617554
6329;1919-1945;uhepereelamu;Palamuse;Visusti;26.518800;58.616542
6330;enne 1919;uhepereelamu;Palamuse;Visusti;26.510730;58.613744
6331;1919-1945;uhepereelamu;Palamuse;Visusti;26.512040;58.609684
6332;1981-1990;uhepereelamu;Palamuse;Visusti;26.533006;58.613873
6333;1919-1945;uhepereelamu;Palamuse;Visusti;26.530854;58.613916
6334;1919-1945;muu vaikeelamu;Palamuse;Visusti;26.527728;58.606618
6335;enne 1919;uhepereelamu;Palamuse;Visusti;26.530822;58.603701
6336;1919-1945;uhepereelamu;Palamuse;Visusti;26.535576;58.599906
6337;1919-1945;uhepereelamu;Palamuse;Visusti;26.544411;58.599020
6338;enne 1919;uhepereelamu;Palamuse;Visusti;26.496257;58.620683
6339;1919-1945;uhepereelamu;Palamuse;Visusti;26.502945;58.616160
6340;1919-1945;uhepereelamu;Palamuse;Visusti;26.506597;58.613780
6341;enne 1919;uhepereelamu;Palamuse;Visusti;26.499081;58.610503
6342;enne 1919;uhepereelamu;Palamuse;Visusti;26.494620;58.623186
6343;1981-1990;uhepereelamu;Palamuse;Visusti;26.467687;58.631100
6344;1919-1945;uhepereelamu;Palamuse;Visusti;26.504238;58.631867
6345;1919-1945;uhepereelamu;Palamuse;Visusti;26.504480;58.635248
6346;enne 1919;uhepereelamu;Palamuse;Visusti;26.484024;58.635907
6347;enne 1919;uhepereelamu;Palamuse;Visusti;26.482947;58.639502
6348;enne 1919;uhepereelamu;Palamuse;Visusti;26.475888;58.641023
6349;enne 1919;uhepereelamu;Palamuse;Visusti;26.473266;58.644034
6350;1981-1990;uhepereelamu;Palamuse;Visusti;26.462109;58.648946
6351;1919-1945;uhepereelamu;Palamuse;Visusti;26.454478;58.654151
6352;1991-1995;uhepereelamu;Palamuse;Visusti;26.563031;58.617496
6353;1919-1945;uhepereelamu;Poltsamaa;Vitsjarve;25.823148;58.657552
6354;1946-1960;uhepereelamu;Poltsamaa;Vitsjarve;25.824732;58.665761
6355;1961-1970;paljukorteriline elamu;Poltsamaa;Vitsjarve;25.817877;58.653540
6356;1961-1970;paljukorteriline elamu;Poltsamaa;Vitsjarve;25.819253;58.653194
6357;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.820704;58.653073
6358;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.819506;58.651533
6359;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.823884;58.653326
6360;1919-1945;uhepereelamu;Poltsamaa;Vitsjarve;25.826750;58.653648
6361;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.827668;58.654345
6362;1946-1960;uhepereelamu;Poltsamaa;Vitsjarve;25.830081;58.654958
6363;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.832523;58.659804
6364;1919-1945;uhepereelamu;Poltsamaa;Vitsjarve;25.856529;58.655395
6365;1919-1945;uhepereelamu;Poltsamaa;Vitsjarve;25.855749;58.658276
6366;1919-1945;uhepereelamu;Poltsamaa;Vitsjarve;25.852423;58.660542
6367;1946-1960;uhepereelamu;Poltsamaa;Vitsjarve;25.857189;58.652243
6368;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.850644;58.650388
6369;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.814660;58.654098
6370;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.807502;58.654684
6371;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.799893;58.654197
6372;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.793074;58.655048
6373;enne 1919;uhepereelamu;Poltsamaa;Vitsjarve;25.788877;58.654189
6374;1991-1995;uhepereelamu;Poltsamaa;Vitsjarve;25.857649;58.652056
6375;enne 1919;uhepereelamu;Tabivere;Voldi;26.578317;58.549794
6376;1919-1945;uhepereelamu;Tabivere;Voldi;26.575325;58.551005
6377;enne 1919;uhepereelamu;Tabivere;Voldi;26.578971;58.552217
6378;1981-1990;uhepereelamu;Tabivere;Voldi;26.565531;58.562405
6379;ehitusaeg teadmata;uhepereelamu;Tabivere;Voldi;26.568158;58.557591
6380;enne 1919;uhepereelamu;Tabivere;Voldi;26.568057;58.558348
6381;enne 1919;uhepereelamu;Tabivere;Voldi;26.565588;58.555135
6382;enne 1919;uhepereelamu;Tabivere;Voldi;26.565641;58.558234
6383;1961-1970;uhepereelamu;Tabivere;Voldi;26.557803;58.559891
6384;ehitusaeg teadmata;uhepereelamu;Tabivere;Voldi;26.556570;58.554057
6385;enne 1919;uhepereelamu;Tabivere;Voldi;26.580853;58.549883
6386;1919-1945;uhepereelamu;Tabivere;Voldi;26.582420;58.550809
6387;1946-1960;uhepereelamu;Tabivere;Voldi;26.580299;58.551403
6388;1919-1945;uhepereelamu;Tabivere;Voldi;26.582993;58.551636
6389;1919-1945;uhepereelamu;Tabivere;Voldi;26.584082;58.549962
6390;1919-1945;uhepereelamu;Tabivere;Voldi;26.586074;58.549082
6391;enne 1919;uhepereelamu;Tabivere;Voldi;26.579818;58.545487
6392;1981-1990;uhepereelamu;Tabivere;Voldi;26.588674;58.542532
6393;1919-1945;uhepereelamu;Tabivere;Voldi;26.592660;58.545319
6394;1919-1945;uhepereelamu;Tabivere;Voldi;26.592570;58.544098
6395;1919-1945;uhepereelamu;Tabivere;Voldi;26.593766;58.543274
6396;enne 1919;uhepereelamu;Tabivere;Voldi;26.603909;58.543357
6397;enne 1919;uhepereelamu;Tabivere;Voldi;26.606054;58.541902
6398;1919-1945;uhepereelamu;Tabivere;Voldi;26.625513;58.540145
6399;enne 1919;uhepereelamu;Tabivere;Voldi;26.621300;58.538110
6400;1919-1945;uhepereelamu;Tabivere;Voldi;26.629112;58.537915
6401;enne 1919;uhepereelamu;Tabivere;Voldi;26.624402;58.534906
6402;enne 1919;uhepereelamu;Tabivere;Voldi;26.629959;58.532492
6403;1919-1945;uhepereelamu;Tabivere;Voldi;26.629090;58.531665
6404;1919-1945;uhepereelamu;Tabivere;Voldi;26.635935;58.533120
6405;1919-1945;uhepereelamu;Tabivere;Voldi;26.633641;58.531198
6406;1919-1945;muu vaikeelamu;Tabivere;Voldi;26.636659;58.531438
6407;1981-1990;uhepereelamu;Tabivere;Voldi;26.639214;58.531686
6408;1981-1990;uhepereelamu;Tabivere;Voldi;26.639692;58.531344
6409;1981-1990;uhepereelamu;Tabivere;Voldi;26.640472;58.531284
6410;1971-1980;uhepereelamu;Tabivere;Voldi;26.640960;58.531385
6411;1919-1945;uhepereelamu;Tabivere;Voldi;26.634294;58.530282
6412;1919-1945;muu vaikeelamu;Tabivere;Voldi;26.637184;58.529531
6413;1919-1945;uhepereelamu;Tabivere;Voldi;26.637775;58.530170
6414;enne 1919;uhepereelamu;Tabivere;Voldi;26.640861;58.530071
6415;1919-1945;uhepereelamu;Tabivere;Voldi;26.642354;58.526419
6416;1919-1945;uhepereelamu;Tabivere;Voldi;26.647046;58.524391
6417;enne 1919;uhepereelamu;Tabivere;Voldi;26.618301;58.530287
6418;1919-1945;uhepereelamu;Tabivere;Voldi;26.616740;58.532151
6419;1946-1960;uhepereelamu;Tabivere;Voldi;26.607188;58.538869
6420;enne 1919;uhepereelamu;Tabivere;Voldi;26.609699;58.536617
6421;1919-1945;uhepereelamu;Tabivere;Voldi;26.612066;58.535858
6422;1919-1945;uhepereelamu;Tabivere;Voldi;26.609556;58.534689
6423;1919-1945;uhepereelamu;Tabivere;Voldi;26.588610;58.537934
6424;enne 1919;uhepereelamu;Tabivere;Voldi;26.589908;58.531331
6425;1919-1945;uhepereelamu;Tabivere;Voldi;26.585825;58.530713
6426;1919-1945;uhepereelamu;Tabivere;Voldi;26.598401;58.531868
6427;ehitusaeg teadmata;uhepereelamu;Tabivere;Voldi;26.602182;58.530704
6428;1919-1945;uhepereelamu;Tabivere;Voldi;26.604760;58.528163
6429;enne 1919;uhepereelamu;Tabivere;Voldi;26.615449;58.519680
6430;1961-1970;muu vaikeelamu;Tabivere;Voldi;26.576239;58.548228
6431;enne 1919;uhepereelamu;Tabivere;Voldi;26.573199;58.550132
6432;1919-1945;uhepereelamu;Tabivere;Voldi;26.572953;58.546785
6433;1981-1990;uhepereelamu;Tabivere;Voldi;26.571160;58.547359
6434;1919-1945;uhepereelamu;Tabivere;Voldi;26.571473;58.546310
6435;enne 1919;uhepereelamu;Tabivere;Voldi;26.578994;58.541551
6436;enne 1919;uhepereelamu;Tabivere;Voldi;26.569393;58.541833
6437;1919-1945;uhepereelamu;Tabivere;Voldi;26.567378;58.542718
6438;1919-1945;muu vaikeelamu;Tabivere;Voldi;26.578845;58.535786
6439;ehitusaeg teadmata;uhepereelamu;Tabivere;Voldi;26.567386;58.536267
6440;1919-1945;uhepereelamu;Tabivere;Voldi;26.546603;58.548649
6441;1919-1945;uhepereelamu;Tabivere;Voldi;26.533286;58.536361
6442;1981-1990;uhepereelamu;Saare;Voore;26.745965;58.714724
6443;1981-1990;uhepereelamu;Saare;Voore;26.745187;58.714938
6444;1981-1990;uhepereelamu;Saare;Voore;26.745747;58.714935
6445;1981-1990;uhepereelamu;Saare;Voore;26.745513;58.715233
6446;1981-1990;paljukorteriline elamu;Saare;Voore;26.747167;58.715467
6447;1971-1980;uhepereelamu;Saare;Voore;26.745532;58.715475
6448;1971-1980;paljukorteriline elamu;Saare;Voore;26.746828;58.715924
6449;1981-1990;uhepereelamu;Saare;Voore;26.744534;58.716737
6450;1981-1990;uhepereelamu;Saare;Voore;26.744395;58.717045
6451;enne 1919;uhepereelamu;Saare;Voore;26.747748;58.717216
6452;enne 1919;uhepereelamu;Saare;Voore;26.748405;58.716668
6453;1971-1980;paljukorteriline elamu;Saare;Voore;26.748311;58.716350
6454;1981-1990;paljukorteriline elamu;Saare;Voore;26.749059;58.716047
6455;1981-1990;paljukorteriline elamu;Saare;Voore;26.749939;58.715673
6456;1981-1990;paljukorteriline elamu;Saare;Voore;26.749588;58.715353
6457;1981-1990;paljukorteriline elamu;Saare;Voore;26.750583;58.716450
6458;1971-1980;uhepereelamu;Saare;Voore;26.752320;58.716256
6459;1971-1980;uhepereelamu;Saare;Voore;26.752137;58.716575
6460;1971-1980;uhepereelamu;Saare;Voore;26.752082;58.716783
6461;1971-1980;uhepereelamu;Saare;Voore;26.751963;58.717054
6462;1971-1980;uhepereelamu;Saare;Voore;26.751030;58.717074
6463;1971-1980;uhepereelamu;Saare;Voore;26.750910;58.717328
6464;1971-1980;uhepereelamu;Saare;Voore;26.751514;58.717598
6465;1971-1980;uhepereelamu;Saare;Voore;26.751391;58.717807
6466;1971-1980;uhepereelamu;Saare;Voore;26.750646;58.717532
6467;1971-1980;uhepereelamu;Saare;Voore;26.749872;58.717472
6468;1971-1980;uhepereelamu;Saare;Voore;26.749382;58.717496
6469;1971-1980;uhepereelamu;Saare;Voore;26.748657;58.717476
6470;1961-1970;paljukorteriline elamu;Saare;Voore;26.748277;58.719465
6471;1919-1945;uhepereelamu;Saare;Voore;26.745378;58.722743
6472;1919-1945;uhepereelamu;Saare;Voore;26.740814;58.722553
6473;1919-1945;uhepereelamu;Saare;Voore;26.745512;58.723936
6474;1919-1945;uhepereelamu;Saare;Voore;26.738441;58.722945
6475;1919-1945;uhepereelamu;Saare;Voore;26.737971;58.725344
6476;1919-1945;uhepereelamu;Saare;Voore;26.733995;58.727587
6477;1919-1945;muu vaikeelamu;Saare;Voore;26.741932;58.728441
6478;1919-1945;uhepereelamu;Saare;Voore;26.739689;58.730538
6479;1919-1945;uhepereelamu;Saare;Voore;26.732518;58.731023
6480;ehitusaeg teadmata;uhepereelamu;Saare;Voore;26.729108;58.732119
6481;enne 1919;muu vaikeelamu;Saare;Voore;26.740676;58.734723
6482;1919-1945;uhepereelamu;Saare;Voore;26.731717;58.737527
6483;1981-1990;muu vaikeelamu;Saare;Voore;26.729066;58.739973
6484;1919-1945;uhepereelamu;Saare;Voore;26.753913;58.722490
6485;ehitusaeg teadmata;hoone liik teadmata;Saare;Voore;26.755453;58.722582
6486;enne 1919;uhepereelamu;Saare;Voore;26.751313;58.711636
6487;enne 1919;uhepereelamu;Saare;Voore;26.752219;58.712076
6488;1919-1945;uhepereelamu;Saare;Voore;26.753171;58.710231
6489;1919-1945;uhepereelamu;Saare;Voore;26.761244;58.710176
6490;1919-1945;uhepereelamu;Saare;Voore;26.761799;58.708914
6491;ehitusaeg teadmata;uhepereelamu;Saare;Voore;26.762798;58.707751
6492;1991-1995;uhepereelamu;Saare;Voore;26.766769;58.706534
6493;1919-1945;uhepereelamu;Saare;Voore;26.767905;58.706051
6494;1981-1990;uhepereelamu;Saare;Voore;26.768507;58.704520
6495;1981-1990;uhepereelamu;Saare;Voore;26.769281;58.704008
6496;1919-1945;uhepereelamu;Saare;Voore;26.765646;58.702352
6497;1919-1945;uhepereelamu;Saare;Voore;26.748418;58.707916
6498;ehitusaeg teadmata;uhepereelamu;Saare;Voore;26.750100;58.707349
6499;enne 1919;uhepereelamu;Saare;Voore;26.750673;58.706312
6500;1919-1945;uhepereelamu;Saare;Voore;26.752481;58.704342
6501;1919-1945;uhepereelamu;Saare;Voore;26.753474;58.703062
6502;ehitusaeg teadmata;uhepereelamu;Saare;Voore;26.755537;58.701833
6503;1919-1945;uhepereelamu;Saare;Voore;26.757321;58.699234
6504;enne 1919;uhepereelamu;Saare;Voore;26.719023;58.709366
6505;1919-1945;uhepereelamu;Pajusi;Vorsti;25.975517;58.710143
6506;1919-1945;uhepereelamu;Pajusi;Vorsti;25.973203;58.707722
6507;enne 1919;uhepereelamu;Pajusi;Vorsti;25.977178;58.705623
6508;1919-1945;uhepereelamu;Pajusi;Vorsti;25.972569;58.704427
6509;1919-1945;uhepereelamu;Pajusi;Vorsti;25.969565;58.703798
6510;1919-1945;uhepereelamu;Pajusi;Vorsti;25.967621;58.701789
6511;1919-1945;uhepereelamu;Pajusi;Vorsti;25.966831;58.700033
6512;1919-1945;uhepereelamu;Pajusi;Vorsti;25.966478;58.696822
6513;1919-1945;uhepereelamu;Pajusi;Vorsti;25.966892;58.696501
6514;enne 1919;uhepereelamu;Pajusi;Vorsti;25.966944;58.695907
6515;1919-1945;uhepereelamu;Pajusi;Vorsti;25.969767;58.694868
6516;1919-1945;uhepereelamu;Pajusi;Vorsti;25.973151;58.696083
6517;1919-1945;uhepereelamu;Jogeva;Voduvere;26.428933;58.764135
6518;1919-1945;uhepereelamu;Jogeva;Voduvere;26.426210;58.766536
6519;1919-1945;uhepereelamu;Jogeva;Voduvere;26.422866;58.771710
6520;enne 1919;uhepereelamu;Jogeva;Voduvere;26.419027;58.774631
6521;1919-1945;uhepereelamu;Jogeva;Voduvere;26.420044;58.775590
6522;1919-1945;uhepereelamu;Jogeva;Voduvere;26.419551;58.776413
6523;1919-1945;uhepereelamu;Jogeva;Voduvere;26.409983;58.806234
6524;1919-1945;uhepereelamu;Jogeva;Voduvere;26.420199;58.769300
6525;1919-1945;uhepereelamu;Jogeva;Voduvere;26.417489;58.771246
6526;1919-1945;uhepereelamu;Jogeva;Voduvere;26.396685;58.773430
6527;enne 1919;uhepereelamu;Jogeva;Voduvere;26.429947;58.762216
6528;1919-1945;uhepereelamu;Jogeva;Voduvere;26.431155;58.761555
6529;enne 1919;uhepereelamu;Jogeva;Voduvere;26.432212;58.759942
6530;enne 1919;uhepereelamu;Jogeva;Voduvere;26.435148;58.755466
6531;enne 1919;uhepereelamu;Jogeva;Voduvere;26.434926;58.755201
6532;1919-1945;uhepereelamu;Jogeva;Voduvere;26.434306;58.755181
6533;1996 voi hiljem;uhepereelamu;Jogeva;Voduvere;26.426652;58.752059
6534;enne 1919;uhepereelamu;Jogeva;Voduvere;26.424885;58.752694
6535;1919-1945;uhepereelamu;Jogeva;Voduvere;26.425536;58.752017
6536;enne 1919;uhepereelamu;Jogeva;Voduvere;26.427391;58.749064
6537;enne 1919;uhepereelamu;Jogeva;Voduvere;26.441614;58.751912
6538;1981-1990;uhepereelamu;Jogeva;Voduvere;26.442223;58.751982
6539;enne 1919;uhepereelamu;Jogeva;Voduvere;26.445155;58.752016
6540;1946-1960;uhepereelamu;Jogeva;Voduvere;26.443748;58.749176
6541;enne 1919;uhepereelamu;Jogeva;Voduvere;26.442572;58.749208
6542;1919-1945;uhepereelamu;Jogeva;Voduvere;26.440314;58.748989
6543;enne 1919;uhepereelamu;Jogeva;Voduvere;26.443778;58.748826
6544;enne 1919;uhepereelamu;Jogeva;Voduvere;26.438248;58.747721
6545;enne 1919;uhepereelamu;Jogeva;Voduvere;26.435190;58.749357
6546;enne 1919;uhepereelamu;Jogeva;Voduvere;26.443160;58.746664
6547;1919-1945;uhepereelamu;Jogeva;Voduvere;26.424215;58.758605
6548;enne 1919;uhepereelamu;Jogeva;Voduvere;26.424768;58.758037
6549;1946-1960;uhepereelamu;Jogeva;Voduvere;26.424708;58.754135
6550;1991-1995;uhepereelamu;Jogeva;Voduvere;26.429340;58.757533
6551;1919-1945;uhepereelamu;Jogeva;Voduvere;26.428617;58.759062
6552;1919-1945;uhepereelamu;Jogeva;Voduvere;26.428616;58.759753
6553;1919-1945;uhepereelamu;Jogeva;Voduvere;26.402599;58.754882
6554;1981-1990;uhepereelamu;Jogeva;Voduvere;26.418494;58.753354
6555;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Vohmanomme;25.997667;58.648490
6556;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;25.995917;58.648517
6557;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;25.996282;58.649518
6558;1991-1995;uhepereelamu;Poltsamaa;Vohmanomme;25.997548;58.649452
6559;ehitus pooleli;uhepereelamu;Poltsamaa;Vohmanomme;25.998590;58.649320
6560;ehitus pooleli;uhepereelamu;Poltsamaa;Vohmanomme;25.996481;58.649946
6561;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;25.996862;58.650487
6562;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;25.997062;58.650942
6563;1981-1990;uhepereelamu;Poltsamaa;Vohmanomme;25.997174;58.651349
6564;1981-1990;uhepereelamu;Poltsamaa;Vohmanomme;25.997338;58.651917
6565;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;25.999922;58.653068
6566;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;25.995558;58.647278
6567;1946-1960;uhepereelamu;Poltsamaa;Vohmanomme;25.997050;58.647480
6568;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;25.999154;58.647716
